subaction_index,narration_id,narration,verb,noun,episode_id_within_subaction,episode_contact_start_frame_0_based,frame_0_based,candidate_frame_offset_from_episode_start,hand,reference_mode,ref_idx,ref_gap,reference_anchor_gap,sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,problem3_full_overlay,problem3_crop
17,P01_109_17,close freezer,close,freezer,1.0,1422.0,1422.0,0.0,left,active_hand_invisible_pre_contact,1420.0,2.0,2.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/diagnostics/problem3_ref_crop.png
18,P01_109_18,pick up rucksack,pick-up,rucksack,1.0,1496.0,1496.0,0.0,right,active_hand_invisible_pre_contact,1467.0,29.0,29.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/diagnostics/problem3_ref_crop.png
20,P01_109_20,close door,close,door,1.0,1827.0,1827.0,0.0,left,active_hand_invisible_pre_contact,1826.0,1.0,1.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/diagnostics/problem3_ref_crop.png
21,P01_109_21,pick up cup,pick-up,cup,1.0,2088.0,2088.0,0.0,left,active_hand_invisible_pre_contact,2087.0,1.0,1.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/diagnostics/problem3_ref_crop.png
22,P01_109_22,put down cup,put-down,cup,1.0,2142.0,2142.0,0.0,right,active_hand_invisible_pre_contact,2140.0,2.0,2.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/diagnostics/problem3_ref_crop.png
23,P01_109_23,pick up spoon,pick-up,spoon,1.0,2213.0,2214.0,1.0,right,active_hand_invisible_pre_contact,2211.0,2.0,2.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/diagnostics/problem3_ref_crop.png
24,P01_109_24,open drawer,open,drawer,1.0,2325.0,2325.0,0.0,left,active_hand_invisible_pre_contact,2311.0,14.0,14.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/diagnostics/problem3_ref_crop.png
25,P01_109_25,put spoon into drawer,put-into,spoon,1.0,2341.0,2341.0,0.0,right,active_hand_invisible_pre_contact,2338.0,3.0,3.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/diagnostics/problem3_ref_crop.png
27,P01_109_27,pour hand wash,pour,wash:hand,1.0,2468.0,2468.0,0.0,right,active_hand_invisible_pre_contact,2462.0,6.0,6.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/diagnostics/problem3_ref_crop.png
28,P01_109_28,wash hands,wash,hand,1.0,2484.0,2484.0,0.0,right,active_hand_invisible_pre_contact,2462.0,22.0,22.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/diagnostics/problem3_ref_crop.png
29,P01_109_29,turn on tap,turn-on,tap,1.0,2550.0,2550.0,0.0,right,active_hand_invisible_pre_contact,2508.0,42.0,42.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,1.0,2708.0,2708.0,0.0,left,active_hand_invisible_pre_contact,2697.0,11.0,11.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/diagnostics/problem3_ref_crop.png
31,P01_109_31,turn off tap,turn-off,tap,1.0,2968.0,2968.0,0.0,left,active_hand_invisible_pre_contact,2941.0,27.0,27.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/diagnostics/problem3_ref_crop.png
32,P01_109_32,shake hands,shake,hand,1.0,3009.0,3009.0,0.0,left,active_hand_invisible_pre_contact,2941.0,68.0,68.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/diagnostics/problem3_ref_crop.png
33,P01_109_33,pick up cloth,pick-up,cloth,1.0,3088.0,3088.0,0.0,left,active_hand_invisible_pre_contact,3086.0,2.0,2.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/diagnostics/problem3_ref_crop.png
34,P01_109_34,dry hands,dry,hand,1.0,3121.0,3122.0,1.0,left,active_hand_invisible_pre_contact,3119.0,2.0,2.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/diagnostics/problem3_ref_crop.png
35,P01_109_35,put down cloth,put-down,cloth,1.0,3356.0,3356.0,0.0,left,active_hand_invisible_pre_contact,3354.0,2.0,2.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/diagnostics/problem3_ref_crop.png
47,P01_109_47,close cupboard,close,cupboard,1.0,4648.0,4648.0,0.0,left,active_hand_invisible_pre_contact,4636.0,12.0,12.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/diagnostics/problem3_ref_crop.png
48,P01_109_48,put down cutting board,put-down,board:cutting,1.0,4692.0,4692.0,0.0,left,active_hand_invisible_pre_contact,4636.0,56.0,56.0,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/label_heatmap_merged_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/vrb_style_affordance.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/diagnostics/problem3_ref_full_overlay.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/diagnostics/problem3_ref_crop.png
