sample_key,rel_sample_dir,status,backend_final,final_policy,qc_passed_final,path_final,path_mask,hand_box_count,box_sources,inpaint_rounds,mask_area_ratio,mask_area_ratio_raw,skin_ratio_after_final,boundary_delta_final,sdedit_sharpness_ratio_final,overlap_heatmap_top,overlap_heatmap_top_raw,overlap_crop150,protect_source,protect_area_ratio,protect_conflict_frac,protect_intact_final,label_region_conflict,sd_final_eligible,sharpness_ratio_vs_original_final,inpaint_on_label_region
subaction_17_P01_109_17__episode_01_left__frame_001422_left,subaction_17_P01_109_17/episode_01_left/frame_001422_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/reference_hand_mask.png,4,"{""primary"": 1, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",3,0.3448893229166667,0.04749177631578947,0.8207777416205663,0.9240982665988244,0.6576876976512372,0.0,0.12193627450980392,0.594,sam+bbox,0.0185546875,0.13850415512465375,True,False,False,0.15303638118830665,False
subaction_18_P01_109_18__episode_01_right__frame_001496_right,subaction_18_P01_109_18/episode_01_right/frame_001496_right,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/reference_hand_mask.png,2,"{""primary"": 1, ""dino"": 0, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",2,0.07675438596491228,0.029913651315789474,0.9477281356790279,1.0775726835579995,0.7379184684800448,0.0,0.0,0.23564444444444443,sam+bbox,0.00923451206140351,0.0,True,False,True,0.03800679986671679,False
subaction_20_P01_109_20__episode_01_left__frame_001827_left,subaction_20_P01_109_20/episode_01_left/frame_001827_left,final_inpainted_qc_failed,lama,qc_rank,False,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/reference_hand_mask.png,3,"{""primary"": 1, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",3,0.23313288103070176,0.18763706140350878,0.8808283976626784,0.9154694285170706,0.7510935466553967,0.0,0.9547368421052631,0.44955555555555554,bbox,0.021124588815789474,0.9371451743714517,True,True,True,0.09413385103431063,False
subaction_21_P01_109_21__episode_01_left__frame_002088_left,subaction_21_P01_109_21/episode_01_left/frame_002088_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/reference_hand_mask.png,3,"{""primary"": 0, ""dino"": 2, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.09385279605263158,0.13163034539473684,0.8827857809099389,0.9688242583938025,0.7250463928790584,0.0,0.9138983050847458,0.2084,bbox,0.04287452028508772,0.8811188811188811,True,True,False,0.4001623646116161,False
subaction_22_P01_109_22__episode_01_right__frame_002142_right,subaction_22_P01_109_22/episode_01_right/frame_002142_right,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/reference_hand_mask.png,3,"{""primary"": 0, ""dino"": 2, ""low"": 1, ""neighbor"": 0, ""dino_skin_dropped"": 0}",2,0.3296583744517544,0.3063151041666667,0.571741142809055,0.9282204632154019,0.7999148930206048,0.0,1.0,0.6475555555555556,bbox,0.027626439144736843,1.0,True,True,True,0.22475255089310883,False
subaction_23_P01_109_23__episode_01_right__frame_002214_right,subaction_23_P01_109_23/episode_01_right/frame_002214_right,final_inpainted_qc_failed,lama,qc_rank,False,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/reference_hand_mask.png,3,"{""primary"": 1, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",3,0.10423519736842106,0.1206397341008772,0.9230021388294769,0.9884858647707758,0.6994603452113745,0.0,0.936063936063936,0.2998222222222222,bbox,0.02158717105263158,0.926984126984127,True,True,True,0.5440169921534791,False
subaction_24_P01_109_24__episode_01_left__frame_002325_left,subaction_24_P01_109_24/episode_01_left/frame_002325_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/reference_hand_mask.png,5,"{""primary"": 0, ""dino"": 2, ""low"": 1, ""neighbor"": 2, ""dino_skin_dropped"": 0}",1,0.0859717653508772,0.0859717653508772,0.927957851334326,0.9625469789491872,0.6244890354046615,0.0,0.0,0.11595555555555556,bbox,0.004514459978070175,0.0,True,False,True,0.5724436730292468,False
subaction_25_P01_109_25__episode_01_right__frame_002341_right,subaction_25_P01_109_25/episode_01_right/frame_002341_right,final_inpainted,sd,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/reference_hand_mask.png,5,"{""primary"": 1, ""dino"": 1, ""low"": 1, ""neighbor"": 2, ""dino_skin_dropped"": 0}",2,0.06694592927631579,0.07354200932017543,0.8545810238017607,1.1338802263544372,0.8668928041402008,0.0,0.7588383838383839,0.15688888888888888,bbox,0.01001404879385965,0.7510692899914457,True,True,True,0.454298459624332,False
subaction_27_P01_109_27__episode_01_right__frame_002468_right,subaction_27_P01_109_27/episode_01_right/frame_002468_right,final_inpainted_qc_failed,lama,qc_rank,False,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_hand_mask.png,3,"{""primary"": 1, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",3,0.2754677220394737,0.16398540296052633,0.8979391227713376,0.9950874643575877,0.6894672304501961,0.0,0.5253077975376197,0.5376,sam+bbox,0.009594298245614035,0.47232142857142856,True,False,False,0.38413091301432656,False
subaction_28_P01_109_28__episode_01_right__frame_002484_right,subaction_28_P01_109_28/episode_01_right/frame_002484_right,final_inpainted_qc_failed,sd,qc_rank,False,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/reference_hand_mask.png,3,"{""primary"": 1, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",3,0.17267166940789475,0.16398540296052633,0.8854323465462451,1.0337397156019439,0.7218338375033782,0.0,0.99,0.36848888888888887,bbox,0.014802631578947368,0.9681712962962963,True,True,True,1.3397878221271151,False
subaction_29_P01_109_29__episode_01_right__frame_002550_right,subaction_29_P01_109_29/episode_01_right/frame_002550_right,final_inpainted,sd,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_hand_mask.png,3,"{""primary"": 1, ""dino"": 2, ""low"": 0, ""neighbor"": 0, ""dino_skin_dropped"": 0}",1,0.07095497532894737,0.07095497532894737,0.858765778401122,0.9443266228527283,0.9635703955201126,0.0,0.0,0.06311111111111112,sam+bbox,0.005345394736842105,0.0,True,False,True,0.2721085371552175,False
subaction_30_P01_109_30__episode_01_left__frame_002708_left,subaction_30_P01_109_30/episode_01_left/frame_002708_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_hand_mask.png,5,"{""primary"": 1, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",1,0.11362390350877193,0.11364103618421052,0.9318594291371061,1.0207343741880717,0.7220548900317945,0.0,0.0,0.19053333333333333,sam+bbox,0.005062705592105263,0.00338409475465313,True,False,False,0.3293687843912541,False
subaction_31_P01_109_31__episode_01_left__frame_002968_left,subaction_31_P01_109_31/episode_01_left/frame_002968_left,final_inpainted,sd,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/reference_hand_mask.png,7,"{""primary"": 1, ""dino"": 5, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.14143023574561403,0.14227830317982457,0.9299831365935919,1.0084375191806147,0.8625024563412892,0.0,0.17647058823529413,0.27653333333333335,sam+bbox,0.004034745065789474,0.21019108280254778,True,False,True,0.3659456171395074,False
subaction_32_P01_109_32__episode_01_left__frame_003009_left,subaction_32_P01_109_32/episode_01_left/frame_003009_left,final_inpainted_qc_failed,sd,qc_rank,False,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/reference_hand_mask.png,7,"{""primary"": 1, ""dino"": 5, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",2,0.09549753289473684,0.14227830317982457,0.8361075544174136,1.0264479374312385,0.8806803399820564,0.0,0.6188165680473373,0.3586666666666667,bbox,0.0791015625,0.6094866796621182,True,True,True,0.54908063925276,False
subaction_33_P01_109_33__episode_01_left__frame_003088_left,subaction_33_P01_109_33/episode_01_left/frame_003088_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_hand_mask.png,2,"{""primary"": 0, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.05162075109649123,0.05919339364035088,0.7396202795743793,0.9237781496422492,0.6813088192774469,0.0,1.0,0.26782222222222224,bbox,0.007632606907894737,0.9921436588103255,True,True,True,0.7055997929588574,False
subaction_34_P01_109_34__episode_01_left__frame_003122_left,subaction_34_P01_109_34/episode_01_left/frame_003122_left,final_inpainted,sd,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/reference_hand_mask.png,4,"{""primary"": 0, ""dino"": 3, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.0746813322368421,0.08703399122807018,0.9347916956945799,1.0936593732928204,0.7107482713609717,0.0,1.0,0.28888888888888886,bbox,0.01235265899122807,1.0,True,True,True,0.36496613656218,False
subaction_35_P01_109_35__episode_01_left__frame_003356_left,subaction_35_P01_109_35/episode_01_left/frame_003356_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/reference_hand_mask.png,4,"{""primary"": 1, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",2,0.062097382127192985,0.05091831140350877,0.8788494077834179,1.019402069543024,0.6261441522060592,0.0,0.4882051282051282,0.28617777777777775,bbox,0.012232730263157895,0.4642857142857143,True,False,True,0.37809900690602727,False
subaction_47_P01_109_47__episode_01_left__frame_004648_left,subaction_47_P01_109_47/episode_01_left/frame_004648_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/reference_hand_mask.png,2,"{""primary"": 0, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.023206208881578948,0.023206208881578948,0.7274360125729681,0.9991123139679048,0.6511320115802025,0.0,0.0,0.060755555555555556,bbox,0.0074784128289473685,0.0,True,False,True,0.13589287181327384,False
subaction_48_P01_109_48__episode_01_left__frame_004692_left,subaction_48_P01_109_48/episode_01_left/frame_004692_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/reference_hand_mask.png,2,"{""primary"": 0, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.023206208881578948,0.023206208881578948,0.7274360125729681,0.9991123139679048,0.7830739612571057,0.0,0.0,0.0,sam+bbox,0.006244860197368421,0.0,True,False,True,0.13589287181327384,False
subaction_50_P01_109_50__episode_01_right__frame_004821_right,subaction_50_P01_109_50/episode_01_right/frame_004821_right,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/reference_hand_mask.png,4,"{""primary"": 1, ""dino"": 1, ""low"": 1, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.04791152686403509,0.04791152686403509,0.8512237011592958,0.9814099768996104,0.548478525359414,0.0,0.0,0.0,sam+bbox,0.04310581140350877,0.0,True,False,True,0.18512246723162828,False
subaction_53_P01_109_53__episode_01_right__frame_004947_right,subaction_53_P01_109_53/episode_01_right/frame_004947_right,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/reference_hand_mask.png,2,"{""primary"": 0, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.0370922423245614,0.0370922423245614,0.8334240609689711,0.8868316377564512,0.45694708366837083,0.0,0.0,0.0006222222222222223,bbox,0.006578947368421052,0.0,True,False,True,0.5356663225775591,False
subaction_55_P01_109_55__episode_01_left__frame_005019_left,subaction_55_P01_109_55/episode_01_left/frame_005019_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",1,0.14483963815789475,0.14483963815789475,0.8769542748740761,0.9492145218510601,0.7265507812352016,0.0,0.0,0.12742222222222221,sam+bbox,0.011161938048245614,0.0,True,False,True,0.4371451532348811,False
subaction_56_P01_109_56__episode_01_left__frame_005062_left,subaction_56_P01_109_56/episode_01_left/frame_005062_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",1,0.14483963815789475,0.14483963815789475,0.8769542748740761,0.9492145218510601,0.6735938155179114,0.0,0.0,0.07337777777777778,sam+bbox,0.04627535635964912,0.0,True,False,True,0.4371451532348811,False
subaction_58_P01_109_58__episode_01_right__frame_007132_right,subaction_58_P01_109_58/episode_01_right/frame_007132_right,final_inpainted_qc_failed,lama,qc_rank,False,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",3,0.27322334155701755,0.27547628837719296,0.9337897101294256,0.9684764556657479,0.577342085989811,0.0,0.8169642857142857,0.4483111111111111,bbox,0.012464021381578948,0.7463917525773196,True,True,True,0.35889340171102363,False
subaction_64_P01_109_64__episode_01_left__frame_010144_left,subaction_64_P01_109_64/episode_01_left/frame_010144_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",2,0.17604680646929824,0.16343715734649122,0.9938169607163797,0.8972642114828868,0.678799553366978,0.0,0.37351190476190477,0.2748,sam+bbox,0.00790672971491228,0.38353196099674974,True,False,True,0.20469148197855608,False
subaction_66_P01_109_66__episode_01_left__frame_010197_left,subaction_66_P01_109_66/episode_01_left/frame_010197_left,final_inpainted_qc_failed,lama,qc_rank,False,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",2,0.34352727521929827,0.33317913925438597,0.7751338488994646,0.9576291606554931,0.7002683108685832,0.0,0.9012605042016807,0.4928888888888889,bbox,0.020833333333333332,0.8548519736842105,True,True,False,0.29505543633579234,False
