experiment_id,experiment_name,contact_strategy,reference_strategy,subaction_index,narration_id,video_id,narration,verb,noun,start_frame_1_based,stop_frame_1_based,clipped_start_frame_0_based,clipped_stop_frame_0_based,candidate_index,frame_0_based,frame_1_based,hand,status,passed_stage,failed_stage,fail_reason,contact_points,ref_idx,ref_frame_1_based,ref_gap,trajectory_points,missing_trajectory_count,heatmap_mode,sample_score,sample_dir,min_ref_frame_idx,homography_pairs,homography_min_inlier_ratio,homography_min_inliers,homography_min_good_matches,homography_fail_reasons,reference_frame,label_heatmap_npy,label_heatmap_png,label_heatmap_overlay,vrb_style_affordance,heatmap_shape,arrow_generated,problem3_full_overlay,problem3_crop
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,19,P01_109_19,P01_109,put down rucksack,put-down,rucksack,1657,1698,1656,1697,0.0,1656.0,1657.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,16,,,,0,0.0,,,,1656,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,20,P01_109_20,P01_109,close door,close,door,1812,1946,1811,1945,0.0,1827.0,1828.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,296,,,,0,0.0,,,,1811,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,21,P01_109_21,P01_109,pick up cup,pick-up,cup,2084,2120,2083,2119,0.0,2088.0,2089.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,213,,,,0,0.0,,,,2083,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,22,P01_109_22,P01_109,put down cup,put-down,cup,2132,2193,2131,2192,0.0,2142.0,2143.0,right,keep,Cell4_label_heatmap,,,241,2140.0,2141.0,2.0,6,0.0,covariance,9.757396449704142,outputs/数据处理小批量测试前100个subaction/experiments/E0/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right,2131,27.0,0.978698224852071,827.0,845.0,,outputs/数据处理小批量测试前100个subaction/experiments/E0/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E0/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/label_heatmap_merged.npy,outputs/数据处理小批量测试前100个subaction/experiments/E0/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E0/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E0/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/vrb_style_affordance.png,"(256, 456)",True,outputs/数据处理小批量测试前100个subaction/experiments/E0/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E0/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right/diagnostics/problem3_ref_crop.png
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,23,P01_109_23,P01_109,pick up spoon,pick-up,spoon,2206,2236,2205,2235,0.0,2213.0,2214.0,right,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,2205,,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,24,P01_109_24,P01_109,open drawer,open,drawer,2269,2332,2268,2331,0.0,2268.0,2269.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,46,,,,0,0.0,,,,2268,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,25,P01_109_25,P01_109,put spoon into drawer,put-into,spoon,2336,2378,2335,2377,0.0,2335.0,2336.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,71,,,,0,0.0,,,,2335,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,26,P01_109_26,P01_109,close drawer,close,drawer,2377,2410,2376,2409,,,,,discard,no_candidate,subaction_contact,no_smoothed_contact_in_subaction,0,,,,0,,,,,2376,,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,27,P01_109_27,P01_109,pour hand wash,pour,wash:hand,2466,2505,2465,2504,0.0,2468.0,2469.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,19,,,,0,0.0,,,,2465,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,28,P01_109_28,P01_109,wash hands,wash,hand,2478,2540,2477,2539,0.0,2477.0,2478.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,27,,,,0,0.0,,,,2477,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,29,P01_109_29,P01_109,turn on tap,turn-on,tap,2545,2575,2544,2574,0.0,2544.0,2545.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,43,,,,0,0.0,,,,2544,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,30,P01_109_30,P01_109,rinse hands,rinse,hand,2579,2963,2578,2962,0.0,2708.0,2709.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,26,,,,0,0.0,,,,2578,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,31,P01_109_31,P01_109,turn off tap,turn-off,tap,2967,2989,2966,2988,0.0,2968.0,2969.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,21,,,,0,0.0,,,,2966,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,32,P01_109_32,P01_109,shake hands,shake,hand,3001,3072,3000,3071,0.0,3009.0,3010.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,142,,,,0,0.0,,,,3000,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,33,P01_109_33,P01_109,pick up cloth,pick-up,cloth,3084,3140,3083,3139,0.0,3088.0,3089.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,54,,,,0,0.0,,,,3083,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,34,P01_109_34,P01_109,dry hands,dry,hand,3094,3349,3093,3348,0.0,3093.0,3094.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,49,,,,0,0.0,,,,3093,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,35,P01_109_35,P01_109,put down cloth,put-down,cloth,3349,3372,3348,3371,0.0,3348.0,3349.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,94,,,,0,0.0,,,,3348,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,36,P01_109_36,P01_109,pick up potatoes,pick-up,potato,3374,3496,3373,3495,0.0,3373.0,3374.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,115,,,,0,0.0,,,,3373,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,37,P01_109_37,P01_109,put down potatoes,put-down,potato,3517,3552,3516,3551,0.0,3516.0,3517.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,72,,,,0,0.0,,,,3516,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,38,P01_109_38,P01_109,move potatoes,move,potato,3640,3706,3639,3705,0.0,3654.0,3655.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,49,,,,0,0.0,,,,3639,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,39,P01_109_39,P01_109,open cupboard,open,cupboard,3719,3799,3718,3798,0.0,3718.0,3719.0,left,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,3718,,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,40,P01_109_40,P01_109,move pans,move,pan,3826,4048,3825,4047,0.0,3837.0,3838.0,right,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,3825,,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,41,P01_109_41,P01_109,pick up pan,pick-up,pan,4038,4098,4037,4097,0.0,4037.0,4038.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,75,,,,0,0.0,,,,4037,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,42,P01_109_42,P01_109,put down pan,put-down,pan,4209,4280,4208,4279,0.0,4208.0,4209.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,106,,,,0,0.0,,,,4208,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,43,P01_109_44,P01_109,put down pan,put-down,pan,4269,4353,4268,4352,0.0,4268.0,4269.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,82,,,,0,0.0,,,,4268,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,44,P01_109_43,P01_109,pick up pan,pick-up,pan,4330,4386,4329,4385,0.0,4329.0,4330.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,58,,,,0,0.0,,,,4329,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,45,P01_109_45,P01_109,put down pan,put-down,pan,4379,4432,4378,4431,0.0,4380.0,4381.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,127,,,,0,0.0,,,,4378,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,46,P01_109_46,P01_109,pick up cutting board,pick-up,board:cutting,4510,4604,4509,4603,0.0,4511.0,4512.0,left,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,4509,,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,47,P01_109_47,P01_109,close cupboard,close,cupboard,4621,4664,4620,4663,0.0,4620.0,4621.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,49,,,,0,0.0,,,,4620,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,48,P01_109_48,P01_109,put down cutting board,put-down,board:cutting,4677,4724,4676,4723,0.0,4676.0,4677.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,151,,,,0,0.0,,,,4676,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,49,P01_109_49,P01_109,pick up eggs,pick-up,egg,4764,4797,4763,4796,0.0,4763.0,4764.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,51,,,,0,0.0,,,,4763,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,50,P01_109_50,P01_109,put down eggs,put-down,egg,4794,4827,4793,4826,0.0,4793.0,4794.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,90,,,,0,0.0,,,,4793,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,51,P01_109_51,P01_109,move kettle,move,kettle,4832,4867,4831,4866,0.0,4831.0,4832.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,121,,,,0,0.0,,,,4831,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,52,P01_109_52,P01_109,open drawer,open,drawer,4904,4942,4903,4941,0.0,4903.0,4904.0,left,discard,candidate,Cell2_contact_gmm,contact_points_lt5_after_object_boundary_filter,0,,,,0,,,,,4903,,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,53,P01_109_53,P01_109,pick up peeler,pick-up,peeler,4938,4981,4937,4980,0.0,4947.0,4948.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,42,,,,0,0.0,,,,4937,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,54,P01_109_54,P01_109,close drawer,close,drawer,4977,5004,4976,5003,0.0,4976.0,4977.0,left,discard,candidate,Cell2_contact_gmm,contact_points_lt5_after_object_boundary_filter,0,,,,0,,,,,4976,,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,55,P01_109_55,P01_109,move cutting board,move,board:cutting,5014,5049,5013,5048,0.0,5013.0,5014.0,right,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,5013,,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,56,P01_109_56,P01_109,pick up potato,pick-up,potato,5053,5122,5052,5121,0.0,5052.0,5053.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,102,,,,0,0.0,,,,5052,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,57,P01_109_57,P01_109,move potato,move,potato,5082,5094,5081,5093,0.0,5081.0,5082.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,55,,,,0,0.0,,,,5081,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,58,P01_109_58,P01_109,peel potato,peel,potato,5182,9529,5181,9528,0.0,5181.0,5182.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,77,,,,0,0.0,,,,5181,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,59,P01_109_59,P01_109,put down potato,put-down,potato,9494,9582,9493,9581,0.0,9493.0,9494.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,154,,,,0,0.0,,,,9493,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,60,P01_109_60,P01_109,put down peeler,put-down,peeler,9586,9607,9585,9606,0.0,9585.0,9586.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,48,,,,0,0.0,,,,9585,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,61,P01_109_61,P01_109,pick up knife,pick-up,knife,9668,9762,9667,9761,0.0,9689.0,9690.0,right,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,9667,,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,62,P01_109_62,P01_109,grab potato,grab,potato,9805,9835,9804,9834,0.0,9804.0,9805.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,15,,,,0,0.0,,,,9804,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,63,P01_109_63,P01_109,cut potato,cut,potato,9831,10125,9830,10124,0.0,9830.0,9831.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,69,,,,0,0.0,,,,9830,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,64,P01_109_64,P01_109,pick up potato bit,pick-up,bit:potato,10119,10183,10118,10182,0.0,10118.0,10119.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,60,,,,0,0.0,,,,10118,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,65,P01_109_65,P01_109,put down potato bit,put-down,bit:potato,10148,10191,10147,10190,0.0,10147.0,10148.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,48,,,,0,0.0,,,,10147,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,66,P01_109_66,P01_109,move cutting board,move,board:cutting,10196,10232,10195,10231,0.0,10195.0,10196.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,36,,,,0,0.0,,,,10195,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,67,P01_109_67,P01_109,put down knife,put-down,knife,10237,10267,10236,10266,0.0,10236.0,10237.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,39,,,,0,0.0,,,,10236,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,68,P01_109_68,P01_109,pick up knife,pick-up,knife,10264,10300,10263,10299,0.0,10269.0,10270.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,70,,,,0,0.0,,,,10263,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,69,P01_109_69,P01_109,slice potato,slice,potato,10297,11900,10296,11899,0.0,10296.0,10297.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,84,,,,0,0.0,,,,10296,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,70,P01_109_70,P01_109,put down knife,put-down,knife,11914,11935,11913,11934,0.0,11913.0,11914.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,97,,,,0,0.0,,,,11913,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,71,P01_109_71,P01_109,put down potato slices,put-down,slice:potato,11963,11994,11962,11993,0.0,11962.0,11963.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,14,,,,0,0.0,,,,11962,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,72,P01_109_72,P01_109,pick up potato slices,pick-up,slice:potato,12007,12071,12006,12070,0.0,12006.0,12007.0,left,discard,candidate,Cell2_contact_gmm,contact_points_lt5_after_object_boundary_filter,0,,,,0,,,,,12006,,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,73,P01_109_73,P01_109,put down potato slices,put-down,slice:potato,12070,12186,12069,12185,0.0,12069.0,12070.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,241,,,,0,0.0,,,,12069,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,74,P01_109_74,P01_109,pick up potato slices,pick-up,slice:potato,12181,12263,12180,12262,0.0,12180.0,12181.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,90,,,,0,0.0,,,,12180,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,75,P01_109_75,P01_109,put down potato slices,put-down,slice:potato,12267,12332,12266,12331,0.0,12266.0,12267.0,left,discard,candidate,Cell2_contact_gmm,contact_points_lt5_after_object_boundary_filter,0,,,,0,,,,,12266,,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,76,P01_109_76,P01_109,pick up potato slice,pick-up,slice:potato,12325,12391,12324,12390,0.0,12325.0,12326.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,19,,,,0,0.0,,,,12324,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,77,P01_109_78,P01_109,pick up potato slice,pick-up,slice:potato,12336,12390,12335,12389,0.0,12335.0,12336.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,48,,,,0,0.0,,,,12335,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,78,P01_109_79,P01_109,put down potato slice,put-down,slice:potato,12389,12411,12388,12410,0.0,12388.0,12389.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,77,,,,0,0.0,,,,12388,0.0,,,,,,,,,,,,,
E0,E0_current_first_contact_inside_subaction,first_contact,inside_subaction,79,P01_109_77,P01_109,put down potato slice,put-down,slice:potato,12390,12417,12389,12416,0.0,12389.0,12390.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,66,,,,0,0.0,,,,12389,0.0,,,,,,,,,,,,,
