subaction_index,narration_id,narration,verb,noun,frame_0_based,hand,candidate_source,ref_idx,reference_gap,projection_source,projection_method,mask_source_contact,mask_source_reference,tracker_backend,cotracker_init_status,cotracker_init_error,contact_part_prior,contact_part_mask_area,contact_part_mask_area_ratio,reference_part_mask_area,reference_part_mask_area_ratio,part_gate_passed,part_inside_count,part_distance,part_gate_source,part_tracking_point_count,whole_boundary_fallback_point_count,articulated_object,final_quality_score,track_point_count,visible_point_count,affine_inlier_count,affine_inlier_ratio,affine_median_residual,projected_contact_inside_mask_count,projected_contact_to_mask_distance,object_track_confidence,local_flow_steps,local_flow_fb_error,local_flow_points,local_flow_inliers,local_flow_inlier_ratio,local_flow_weighted_residual,sample_score,contact_points,projected_contact_inside_count,reference_hand_overlap_ratio,heatmap_mode,sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,mask_projection_overlay,experiment_id,reference_handless_mode,reference_hand_mask_area_ratio,reference_object_hand_overlap_ratio,reference_contact_crop_hand_overlap_ratio,reference_contact_part_hand_overlap_ratio,inpaint_backend,inpaint_status,inpaint_error,reference_frame_original,reference_frame_dehanded,hand_mask,reference_hand_bbox_count,arrow_generated
18,P01_109_18,pick up rucksack,pick-up,rucksack,1523.0,right,new_contact_episode,1522.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,6957,0.8407250755287009,7734.0,0.7369925671812464,True,5,0.0,contact_part_mask,26,0,False,0.9855555555555556,36,36,32,0.8888888888888888,1.107549786567688,5,0.0,0.5142734949771753,,,,,,,6.278595728625191,138,5,0.0762666666666666,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/mask_projection_overlay.png,E11,inpainted_bbox,0.0655324835526315,0.4616923956546598,0.34,0.5673648823377295,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/hand_mask.png,1.0,True
20,P01_109_20,close door,close,door,1827.0,left,new_contact_episode,1826.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,4045,0.1768383317303488,5972.0,0.1744872319289429,True,5,0.0,contact_part_mask,26,0,True,1.0,36,35,35,1.0,0.974711775779724,5,0.0,0.1839207374730339,,,,,,,6.327558646726607,296,5,0.0914666666666666,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/mask_projection_overlay.png,E11,inpainted_bbox,0.0716145833333333,0.208175071583007,0.3715555555555555,0.9348626925653049,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/hand_mask.png,1.0,True
20,P01_109_20,close door,close,door,1861.0,right,new_contact_episode,1860.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,513,1.0,580.0,1.0,True,5,0.0,contact_part_mask,26,0,True,1.0,36,36,36,1.0,0.1989229619503021,5,0.0,0.1867215608863288,,,,,,,6.300965644474823,103,5,0.1247111111111111,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/mask_projection_overlay.png,E11,inpainted_bbox,0.0819627192982456,1.0,0.4252444444444444,1.0,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/hand_mask.png,1.0,True
20,P01_109_20,close door,close,door,1906.0,right,new_contact_episode,1905.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,2797,0.1910388634656102,4767.0,0.2858427774779636,True,5,0.0,contact_part_mask,26,0,True,1.0,36,36,36,1.0,0.2394424229860305,5,0.0,0.2235453229548993,,,,,,,6.3396167273104185,52,5,0.0981333333333333,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/mask_projection_overlay.png,E11,inpainted_bbox,0.0620031524122807,0.2050728548300054,0.3216888888888889,0.6744283616530312,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/hand_mask.png,1.0,True
23,P01_109_23,pick up spoon,pick-up,spoon,2215.0,right,new_contact_episode,2204.0,11.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,1342,1.0,3900.0,0.8436080467229072,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.2849793434143066,5,0.0,0.2230009255272845,,,,,,,6.209421139281179,125,5,0.0,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right/mask_projection_overlay.png,E11,strict_no_hand,0.0,0.0,0.0,0.0,none,not_needed,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right/hand_mask.png,0.0,True
27,P01_109_27,pour hand wash,pour,wash:hand,2468.0,right,new_contact_episode,2467.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,1598,1.0,1764.0,1.0,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.2855739593505859,5,0.0,0.2178205792357617,,,,,,,6.319532781219482,19,5,0.0896,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/mask_projection_overlay.png,E11,inpainted_bbox,0.070860745614035,0.8775510204081632,0.3676444444444444,0.8775510204081632,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/hand_mask.png,1.0,True
27,P01_109_27,pour hand wash,pour,wash:hand,2477.0,right,new_contact_episode,2475.0,2.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,1924,1.0,2583.0,1.0,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.3747677505016327,5,0.0,0.2178205792357617,,,,,,,6.340090300818284,27,5,0.0911111111111111,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right/mask_projection_overlay.png,E11,inpainted_bbox,0.0715460526315789,0.8888888888888888,0.3712,0.8888888888888888,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right/hand_mask.png,1.0,True
27,P01_109_27,pour hand wash,pour,wash:hand,2484.0,right,new_contact_episode,2483.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,2242,0.9614065180102916,2250.0,0.96483704974271,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.2035757899284362,5,0.0,0.2178205792357617,,,,,,,6.321192726302146,69,5,0.0901333333333333,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/mask_projection_overlay.png,E11,inpainted_bbox,0.1004831414473684,0.8301886792452831,0.3702222222222222,0.824,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/hand_mask.png,2.0,True
28,P01_109_28,wash hands,wash,hand,2484.0,right,new_contact_episode,2483.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,2242,0.9614065180102916,2250.0,0.96483704974271,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.2035757899284362,5,0.0,0.2178205792357617,,,,,,,6.321192726302146,69,5,0.0901333333333333,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/mask_projection_overlay.png,E11,inpainted_bbox,0.1004831414473684,0.8301886792452831,0.3702222222222222,0.824,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/hand_mask.png,2.0,True
31,P01_109_31,turn off tap,turn-off,tap,2968.0,left,new_contact_episode,2967.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,tap_knob_or_spout_edge,22,1.0,4849.0,0.8592947013999646,True,5,0.0,contact_part_mask,22,0,False,1.0,36,36,36,1.0,0.1111640110611915,5,0.0,0.773420926196382,,,,,,,6.368265079668164,21,5,0.0816,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/mask_projection_overlay.png,E11,inpainted_bbox,0.1307565789473684,0.4699627857522594,0.3637333333333333,0.4904103938956486,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/hand_mask.png,2.0,True
31,P01_109_31,turn off tap,turn-off,tap,2978.0,left,new_contact_episode,2977.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,tap_knob_or_spout_edge,3431,0.6320928518791452,3533.0,0.6653483992467043,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.4325567483901977,5,0.0,0.7543074510206053,,,,,,,6.368223297548293,19,5,0.0752,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/mask_projection_overlay.png,E11,inpainted_bbox,0.1347056606359649,0.6048964218455744,0.3505333333333333,0.5561845457118596,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/hand_mask.png,2.0,True
31,P01_109_31,turn off tap,turn-off,tap,2980.0,left,new_contact_episode,2977.0,3.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,tap_knob_or_spout_edge,3420,0.6440677966101694,3617.0,0.6888211769186822,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.7701337337493896,5,0.0,0.7543074510206053,,,,,,,6.346095987987518,19,5,0.0752,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left/mask_projection_overlay.png,E11,inpainted_bbox,0.1347056606359649,0.603313654541992,0.3513777777777778,0.5543267901575891,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left/hand_mask.png,2.0,True
32,P01_109_32,shake hands,shake,hand,3009.0,left,new_contact_episode,3008.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,22434,0.480467746080699,19185.0,0.4210745796936043,True,5,0.0,contact_part_mask,26,0,False,0.9962857142857144,36,35,34,0.9714285714285714,0.7172117233276367,5,0.0,0.6057073726004573,,,,,,,5.709255076871599,142,5,0.4972,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left/mask_projection_overlay.png,E11,inpainted_bbox,0.285558867872807,0.6891708002282604,0.6933333333333334,0.6986187125358353,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left/hand_mask.png,2.0,True
