experiment_id,subaction_index,narration_id,narration,verb,noun,start_frame,stop_frame,raw_candidate_count,tried_candidate_count,final_status,final_fail_reason,best_candidate_frame_0_based,best_ref_idx,best_reference_gap,best_projection_source,best_projection_method,best_track_confidence,best_sample_score,best_sample_dir,contact_points,projected_contact_inside_count,reference_hand_overlap_ratio,best_mask_source_contact,best_mask_source_reference,best_tracker_backend,best_final_quality_score,best_affine_inlier_ratio,best_reference_handless_mode,best_inpaint_status,best_reference_hand_mask_area_ratio
E11,10,P01_109_10,pick up beers,pick-up,beer,738,845,174,9,keep,,776.0,775.0,1.0,contact_part_local_affine,contact_part_local_affine,0.5371707625918725,5.947204091811179,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_10_P01_109_10/candidate_02_frame_000776_left,8,4,0.0770666666666666,grabcut_fallback,bbox_fallback,cotracker,0.9125,1.0,inpainted_bbox,success,0.09389562774122807
E11,11,P01_109_11,open freezer,open,freezer,876,1022,141,6,discard,missing_hand_or_object_bbox,,,,,,,,,0,0,,,,,,,,,
E11,12,P01_109_12,open drawer,open,drawer,1045,1123,132,3,keep,,1070.0,1068.0,2.0,contact_part_local_affine,contact_part_local_affine,0.4161993224435197,6.450173744499684,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_12_P01_109_12/candidate_00_frame_001070_left,63,5,0.0,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,local_clean,success,0.09264494243421052
E11,13,P01_109_13,put beer into drawer,put-into,beer,1139,1353,278,12,keep,,1182.0,1179.0,3.0,contact_part_local_affine,contact_part_local_affine,0.6928464959274072,6.225941818640327,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right,26,5,0.0929333333333333,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.07062945449561403
E11,14,P01_109_14,put beer into drawer,put-into,beer,1230,1283,71,12,keep,,1259.0,1257.0,2.0,contact_part_local_affine,contact_part_local_affine,0.4161993224435197,6.4729125224351876,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_14_P01_109_14/candidate_01_frame_001259_right,139,5,0.0,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,local_clean,success,0.08287931743421052
E11,15,P01_109_15,put beer into drawer,put-into,beer,1298,1335,67,4,keep,,1298.0,1297.0,1.0,contact_part_local_affine,contact_part_local_affine,0.4161993224435197,6.258241921043395,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_15_P01_109_15/candidate_03_frame_001298_left,76,5,0.1522666666666666,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.18843373081140352
E11,16,P01_109_16,close drawer,close,drawer,1345,1401,60,12,keep,,1345.0,1344.0,1.0,contact_part_local_affine,contact_part_local_affine,0.4161993224435197,6.048533098244666,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_16_P01_109_16/candidate_00_frame_001345_left,101,5,0.2884,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.16809724506578946
E11,17,P01_109_17,close freezer,close,freezer,1419,1464,35,3,keep,,1422.0,1421.0,1.0,contact_part_local_affine,contact_part_local_affine,0.442136579278882,6.2988258674144735,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_17_P01_109_17/candidate_00_frame_001422_left,121,5,0.11,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.04941063596491228
E11,18,P01_109_18,pick up rucksack,pick-up,rucksack,1485,1527,36,8,keep,,1496.0,1495.0,1.0,contact_part_local_affine,contact_part_local_affine,0.442136579278882,6.322922251780827,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_18_P01_109_18/candidate_00_frame_001496_right,252,5,0.1031111111111111,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.07661732456140351
E11,19,P01_109_19,put down rucksack,put-down,rucksack,1657,1698,27,2,discard,part_gate_failed,,,,,,,,,0,0,,,,,,,,,
E11,20,P01_109_20,close door,close,door,1812,1946,33,12,keep,,1827.0,1826.0,1.0,contact_part_local_affine,contact_part_local_affine,0.1839207374730339,6.327558646726607,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left,296,5,0.0914666666666666,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.07161458333333333
E11,21,P01_109_21,pick up cup,pick-up,cup,2084,2120,6,6,discard,missing_hand_or_object_bbox,,,,,,,,,0,0,,,,,,,,,
E11,22,P01_109_22,put down cup,put-down,cup,2132,2193,25,6,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,
E11,23,P01_109_23,pick up spoon,pick-up,spoon,2206,2236,11,3,keep,,2215.0,2204.0,11.0,contact_part_local_affine,contact_part_local_affine,0.2230009255272845,6.209421139281179,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right,125,5,0.0,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,strict_no_hand,not_needed,0.0
E11,24,P01_109_24,open drawer,open,drawer,2269,2332,47,3,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,
E11,25,P01_109_25,put spoon into drawer,put-into,spoon,2336,2378,29,8,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,
E11,26,P01_109_26,close drawer,close,drawer,2377,2410,0,0,discard,no_smoothed_contact_in_subaction,,,,,,,,,0,0,,,,,,,,,
E11,27,P01_109_27,pour hand wash,pour,wash:hand,2466,2505,10,9,keep,,2468.0,2467.0,1.0,contact_part_local_affine,contact_part_local_affine,0.2178205792357617,6.319532781219482,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right,19,5,0.0896,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.07086074561403509
E11,28,P01_109_28,wash hands,wash,hand,2478,2540,8,5,keep,,2484.0,2483.0,1.0,contact_part_local_affine,contact_part_local_affine,0.2178205792357617,6.321192726302146,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right,69,5,0.0901333333333333,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.10048314144736842
E11,29,P01_109_29,turn on tap,turn-on,tap,2545,2575,38,7,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,
E11,30,P01_109_30,rinse hands,rinse,hand,2579,2963,164,12,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,
E11,31,P01_109_31,turn off tap,turn-off,tap,2967,2989,10,6,keep,,2968.0,2967.0,1.0,contact_part_local_affine,contact_part_local_affine,0.773420926196382,6.368265079668164,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left,21,5,0.0816,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.13075657894736842
E11,32,P01_109_32,shake hands,shake,hand,3001,3072,24,8,keep,,3009.0,3008.0,1.0,contact_part_local_affine,contact_part_local_affine,0.6057073726004573,5.709255076871599,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left,142,5,0.4972,grabcut_fallback,bbox_fallback,cotracker,0.9962857142857144,0.9714285714285714,inpainted_bbox,success,0.28555886787280704
E11,33,P01_109_33,pick up cloth,pick-up,cloth,3084,3140,26,9,keep,,3089.0,3086.0,3.0,contact_part_local_affine,contact_part_local_affine,0.1893668724703333,6.430289379835129,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_33_P01_109_33/candidate_01_frame_003089_left,48,5,0.0,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,strict_no_hand,not_needed,0.0
E11,34,P01_109_34,dry hands,dry,hand,3094,3349,112,12,keep,,3122.0,3119.0,3.0,contact_part_local_affine,contact_part_local_affine,0.1893668724703333,6.372986643622016,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_34_P01_109_34/candidate_01_frame_003122_left,89,5,0.0,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,strict_no_hand,not_needed,0.0
E11,35,P01_109_35,put down cloth,put-down,cloth,3349,3372,35,6,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,
E11,36,P01_109_36,pick up potatoes,pick-up,potato,3374,3496,214,7,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,
E11,37,P01_109_37,put down potatoes,put-down,potato,3517,3552,56,2,keep,,3550.0,3548.0,2.0,contact_part_local_affine,contact_part_local_affine,0.6259262213403788,6.010706267791667,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_37_P01_109_37/candidate_01_frame_003550_left,28,5,0.2592444444444444,grabcut_fallback,bbox_fallback,cotracker,0.9958064516129032,0.967741935483871,inpainted_bbox,success,0.19598924067982457
E11,38,P01_109_38,move potatoes,move,potato,3640,3706,42,3,keep,,3654.0,3650.0,4.0,contact_part_local_affine,contact_part_local_affine,0.2015598386027201,5.945046842166355,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_38_P01_109_38/candidate_00_frame_003654_left,49,5,0.2026666666666666,grabcut_fallback,bbox_fallback,cotracker,0.9665714285714286,0.7428571428571429,inpainted_bbox,success,0.1811694764254386
E11,39,P01_109_39,open cupboard,open,cupboard,3719,3799,55,12,keep,,3739.0,3735.0,4.0,contact_part_local_affine,contact_part_local_affine,0.2015598386027201,5.918392440468284,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_39_P01_109_39/candidate_05_frame_003739_left,103,5,0.0762666666666666,grabcut_fallback,bbox_fallback,cotracker,0.9287096774193548,0.4516129032258064,inpainted_bbox,success,0.16246916118421054
E11,40,P01_109_40,move pans,move,pan,3826,4048,301,12,keep,,3856.0,3854.0,2.0,contact_part_local_affine,contact_part_local_affine,0.2015598386027201,5.889431403355069,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_40_P01_109_40/candidate_09_frame_003856_right,232,5,0.2478222222222222,grabcut_fallback,bbox_fallback,cotracker,0.9711111111111111,0.7777777777777778,inpainted_bbox,success,0.1044921875
E11,41,P01_109_41,pick up pan,pick-up,pan,4038,4098,122,4,keep,,4037.0,4036.0,1.0,contact_part_local_affine,contact_part_local_affine,0.2337451171875,5.989835061486561,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_41_P01_109_41/candidate_00_frame_004037_right,107,5,0.3280444444444444,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.16942502741228072
E11,42,P01_109_42,put down pan,put-down,pan,4209,4280,107,3,keep,,4273.0,4270.0,3.0,contact_part_local_affine,contact_part_local_affine,0.5457515625,5.843268151682394,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_42_P01_109_42/candidate_00_frame_004273_left,194,5,0.2061777777777777,grabcut_fallback,bbox_fallback,cotracker,0.9374074074074076,0.5185185185185185,inpainted_bbox,success,0.2522443804824561
E11,43,P01_109_44,put down pan,put-down,pan,4269,4353,142,3,keep,,4273.0,4270.0,3.0,contact_part_local_affine,contact_part_local_affine,0.5457515625,5.843268151682394,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_43_P01_109_44/candidate_00_frame_004273_left,194,5,0.2061777777777777,grabcut_fallback,bbox_fallback,cotracker,0.9374074074074076,0.5185185185185185,inpainted_bbox,success,0.2522443804824561
E11,44,P01_109_43,pick up pan,pick-up,pan,4330,4386,36,6,keep,,4381.0,4376.0,5.0,contact_part_local_affine,contact_part_local_affine,0.5457515625,6.29275613378289,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_44_P01_109_43/candidate_03_frame_004381_left,107,5,0.0,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,strict_no_hand,not_needed,0.0
E11,45,P01_109_45,put down pan,put-down,pan,4379,4432,56,9,keep,,4381.0,4376.0,5.0,contact_part_local_affine,contact_part_local_affine,0.5457515625,6.29275613378289,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_03_frame_004381_left,107,5,0.0,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,strict_no_hand,not_needed,0.0
E11,46,P01_109_46,pick up cutting board,pick-up,board:cutting,4510,4604,70,12,keep,,4539.0,4537.0,2.0,contact_part_local_affine,contact_part_local_affine,0.1901458878648625,6.224438607539335,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_07_frame_004539_left,44,5,0.1267555555555555,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.07171737938596491
E11,47,P01_109_47,close cupboard,close,cupboard,4621,4664,26,9,keep,,4648.0,4647.0,1.0,contact_part_local_affine,contact_part_local_affine,0.1824251440742389,6.3682846213976525,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_00_frame_004648_left,65,5,0.0675555555555555,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.06188322368421053
E11,48,P01_109_48,put down cutting board,put-down,board:cutting,4677,4724,53,3,keep,,4693.0,4692.0,1.0,contact_part_local_affine,contact_part_local_affine,0.1824251440742389,6.190859386161962,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_48_P01_109_48/candidate_01_frame_004693_left,37,5,0.1971555555555555,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.1205883360745614
E11,49,P01_109_49,pick up eggs,pick-up,egg,4764,4797,68,4,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,
E11,50,P01_109_50,put down eggs,put-down,egg,4794,4827,54,3,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,
E11,51,P01_109_51,move kettle,move,kettle,4832,4867,35,1,discard,contact_points_lt5_after_object_boundary_filter,,,,,,,,,0,0,,,,,,,,,
E11,52,P01_109_52,open drawer,open,drawer,4904,4942,13,5,discard,contact_points_lt5_after_object_boundary_filter,,,,,,,,,0,0,,,,,,,,,
E11,53,P01_109_53,pick up peeler,pick-up,peeler,4938,4981,47,12,keep,,4948.0,4946.0,2.0,contact_part_local_affine,contact_part_local_affine,0.1997391252408633,6.265369184454283,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_53_P01_109_53/candidate_01_frame_004948_right,72,5,0.1244444444444444,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.08388157894736842
E11,54,P01_109_54,close drawer,close,drawer,4977,5004,31,2,discard,contact_points_lt5_after_object_boundary_filter,,,,,,,,,0,0,,,,,,,,,
E11,55,P01_109_55,move cutting board,move,board:cutting,5014,5049,54,9,keep,,5019.0,5018.0,1.0,contact_part_local_affine,contact_part_local_affine,0.1997391252408633,6.3261380700667695,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_00_frame_005019_left,133,5,0.1044444444444444,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.13886890076754385
E11,56,P01_109_56,pick up potato,pick-up,potato,5053,5122,112,12,keep,,5062.0,5061.0,1.0,contact_part_local_affine,contact_part_local_affine,0.1997391252408633,6.29333758039673,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_56_P01_109_56/candidate_00_frame_005062_left,108,5,0.1301777777777777,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.13902309484649122
E11,57,P01_109_57,move potato,move,potato,5082,5094,24,4,keep,,5082.0,5081.0,1.0,contact_part_local_affine,contact_part_local_affine,0.1997391252408633,5.574721576905249,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_57_P01_109_57/candidate_03_frame_005082_left,70,4,0.1082666666666666,grabcut_fallback,bbox_fallback,cotracker,0.75,1.0,inpainted_bbox,success,0.14174719024122806
E11,58,P01_109_58,peel potato,peel,potato,5182,9529,8679,12,keep,,7134.0,7133.0,1.0,contact_part_local_affine,contact_part_local_affine,1.0,6.11970460940202,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_58_P01_109_58/candidate_02_frame_007134_right,252,5,0.2352444444444444,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.20521518640350878
E11,59,P01_109_59,put down potato,put-down,potato,9494,9582,178,4,keep,,9493.0,9492.0,1.0,contact_part_local_affine,contact_part_local_affine,1.0,6.124997237030664,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_59_P01_109_59/candidate_02_frame_009493_right,120,5,0.2432888888888889,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.21851870888157895
E11,60,P01_109_60,put down peeler,put-down,peeler,9586,9607,31,4,keep,,9586.0,9585.0,1.0,contact_part_local_affine,contact_part_local_affine,1.0,6.296461140851179,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_60_P01_109_60/candidate_03_frame_009586_right,47,5,0.1288888888888889,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.17550712719298245
E11,61,P01_109_61,pick up knife,pick-up,knife,9668,9762,3,3,discard,missing_hand_or_object_bbox,,,,,,,,,0,0,,,,,,,,,
E11,62,P01_109_62,grab potato,grab,potato,9805,9835,62,4,keep,,9805.0,9798.0,7.0,contact_part_local_affine,contact_part_local_affine,0.2364804748428484,5.669866830786792,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_62_P01_109_62/candidate_03_frame_009805_left,36,4,0.1699111111111111,grabcut_fallback,bbox_fallback,cotracker,0.8928030303030303,0.8484848484848485,inpainted_bbox,success,0.21224814967105263
E11,63,P01_109_63,cut potato,cut,potato,9831,10125,590,4,keep,,9831.0,9830.0,1.0,contact_part_local_affine,contact_part_local_affine,0.2364804748428484,6.159859209338823,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_63_P01_109_63/candidate_03_frame_009831_left,58,5,0.2195555555555555,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.2313767817982456
E11,64,P01_109_64,pick up potato bit,pick-up,bit:potato,10119,10183,95,7,keep,,10144.0,10143.0,1.0,contact_part_local_affine,contact_part_local_affine,0.970225,6.280884952102103,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_64_P01_109_64/candidate_00_frame_010144_left,42,5,0.1399555555555555,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.18541837993421054
E11,65,P01_109_65,put down potato bit,put-down,bit:potato,10148,10191,59,7,keep,,10184.0,10183.0,1.0,contact_part_local_affine,contact_part_local_affine,1.0,6.354850578852494,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_65_P01_109_65/candidate_04_frame_010184_left,153,5,0.0879111111111111,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.16851699561403508
E11,66,P01_109_66,move cutting board,move,board:cutting,10196,10232,41,4,keep,,10197.0,10196.0,1.0,contact_part_local_affine,contact_part_local_affine,1.0,6.320535943474371,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_66_P01_109_66/candidate_00_frame_010197_left,186,5,0.1107111111111111,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.16907380756578946
E11,67,P01_109_67,put down knife,put-down,knife,10237,10267,21,2,keep,,10261.0,10260.0,1.0,contact_part_local_affine,contact_part_local_affine,0.941336550625,6.2283109336495395,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_67_P01_109_67/candidate_00_frame_010261_right,92,5,0.1733333333333333,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.1914576480263158
E11,68,P01_109_68,pick up knife,pick-up,knife,10264,10300,55,6,keep,,10270.0,10268.0,2.0,contact_part_local_affine,contact_part_local_affine,0.941336550625,6.234252168736854,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_68_P01_109_68/candidate_01_frame_010270_right,90,5,0.1667555555555555,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.20397306743421054
E11,69,P01_109_69,slice potato,slice,potato,10297,11900,3179,12,keep,,10374.0,10373.0,1.0,contact_part_local_affine,contact_part_local_affine,0.941336550625,5.874353676728406,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_69_P01_109_69/candidate_00_frame_010374_left,61,5,0.4080888888888889,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.21609443530701755
