experiment_id,subaction_index,narration_id,narration,frame_0_based,frame_1_based,hand,ref_idx,ref_frame_1_based,contact_points,trajectory_points,sample_score,sample_dir,reference_frame,label_heatmap_png,label_heatmap_overlay,vrb_style_affordance,problem3_full_overlay,problem3_crop
E2,27,P01_109_27,pour hand wash,2477.0,2478.0,right,2434.0,2435.0,27,6,5.058586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002477_right,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002477_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002477_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002477_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002477_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002477_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002477_right/diagnostics/problem3_ref_crop.png
E2,27,P01_109_27,pour hand wash,2484.0,2485.0,right,2434.0,2435.0,69,6,5.828586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/diagnostics/problem3_ref_crop.png
E2,28,P01_109_28,wash hands,2477.0,2478.0,right,2434.0,2435.0,27,6,5.058586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/diagnostics/problem3_ref_crop.png
E2,28,P01_109_28,wash hands,2479.0,2480.0,right,2434.0,2435.0,60,6,5.698586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/diagnostics/problem3_ref_crop.png
E2,29,P01_109_29,turn on tap,2544.0,2545.0,left,2434.0,2435.0,43,6,4.708586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/diagnostics/problem3_ref_crop.png
E2,29,P01_109_29,turn on tap,2561.0,2562.0,left,2434.0,2435.0,24,6,4.158586118251929,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/diagnostics/problem3_ref_crop.png
E2,29,P01_109_29,turn on tap,2573.0,2574.0,right,2434.0,2435.0,32,6,4.198586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/diagnostics/problem3_ref_crop.png
E2,34,P01_109_34,dry hands,3190.0,3191.0,left,3165.0,3166.0,165,6,8.024193548387096,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/diagnostics/problem3_ref_crop.png
E2,34,P01_109_34,dry hands,3348.0,3349.0,right,3330.0,3331.0,94,6,6.66,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/diagnostics/problem3_ref_crop.png
E2,35,P01_109_35,put down cloth,3348.0,3349.0,right,3330.0,3331.0,94,6,6.66,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/diagnostics/problem3_ref_crop.png
E2,35,P01_109_35,put down cloth,3356.0,3357.0,left,3330.0,3331.0,117,6,7.04,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/diagnostics/problem3_ref_crop.png
E2,35,P01_109_35,put down cloth,3360.0,3361.0,right,3330.0,3331.0,114,6,6.94,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/diagnostics/problem3_ref_crop.png
E2,47,P01_109_47,close cupboard,4651.0,4652.0,left,4636.0,4637.0,79,6,6.34743119266055,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_47_P01_109_47/frame_004651_left,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_47_P01_109_47/frame_004651_left/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_47_P01_109_47/frame_004651_left/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_47_P01_109_47/frame_004651_left/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_47_P01_109_47/frame_004651_left/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_47_P01_109_47/frame_004651_left/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_47_P01_109_47/frame_004651_left/diagnostics/problem3_ref_crop.png
E2,48,P01_109_48,put down cutting board,4676.0,4677.0,right,4636.0,4637.0,151,6,7.53743119266055,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004676_right,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004676_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004676_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004676_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004676_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004676_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004676_right/diagnostics/problem3_ref_crop.png
E2,48,P01_109_48,put down cutting board,4689.0,4690.0,right,4636.0,4637.0,178,6,7.922857142857143,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004689_right,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004689_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004689_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004689_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004689_right/vrb_style_affordance.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004689_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004689_right/diagnostics/problem3_ref_crop.png
