experiment_id,subaction_index,narration_id,narration,verb,noun,all_nouns,start_frame,stop_frame,clipped_start_frame_0_based,clipped_stop_frame_0_based,candidate_index,frame_0_based,hand,candidate_source,raw_candidate_count,tried_candidate_count,contact_points,active_object_bbox,active_object_selection_score,mask_source_contact,mask_source_reference,tracker_backend,cotracker_init_status,cotracker_init_error,contact_part_prior,contact_part_mask_area,contact_part_mask_area_ratio,reference_part_mask_area,reference_part_mask_area_ratio,part_gate_passed,part_inside_count,part_distance,part_gate_source,part_tracking_point_count,whole_boundary_fallback_point_count,projection_method,articulated_object,final_quality_score,track_point_count,visible_point_count,affine_inlier_count,affine_inlier_ratio,affine_median_residual,projected_contact_inside_mask_count,projected_contact_to_mask_distance,reference_mask_area,object_track_status,object_track_length,object_track_confidence,track_break_reason,ref_idx,ref_selection_reason,reference_gap,projection_source,projection_status,projected_contact_inside_count,projected_contact_to_object_distance,reference_hand_overlap_ratio,local_flow_steps,local_flow_fb_error,local_flow_points,local_flow_inliers,local_flow_inlier_ratio,local_flow_weighted_residual,trajectory_status,status,fail_reason,sample_score,sample_dir,best_sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,trajectory_points,missing_trajectory_count,tracked_reference_object_bbox,label_heatmap_npy,label_heatmap_png,mask_projection_overlay,heatmap_shape,heatmap_mode,arrow_generated,is_final_tuple
E10,18,P01_109_18,pick up rucksack,pick-up,rucksack,['rucksack'],1485,1527,1484.0,1526.0,3.0,1518.0,right,new_contact_episode,36,8,142,"[217.0, 55.0, 332.0, 186.0]",3.120257018080061,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,8453,0.6600296712735223,9277.0,0.5649129216904153,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,False,0.9891666666666667,36,36,33,0.9166666666666666,0.665481686592102,5,0.0,16422.0,success,361,0.5142734949771753,,1517.0,pre_contact_gap_tracked_reference,1.0,contact_part_local_affine,success,5,0.0,0.09813333333333334,,,,,,,success,keep,,6.276002216068903,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/vrb_style_affordance.png,5.0,1.0,"[214.06, 51.98, 332.55, 189.88]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E10,18,P01_109_18,pick up rucksack,pick-up,rucksack,['rucksack'],1485,1527,1484.0,1526.0,4.0,1521.0,right,new_contact_episode,36,8,0,,,,,,,,,0,,,,,0,,,0,0,,False,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_04_frame_001521_right,,,,,,,,,,,,,,False
E10,18,P01_109_18,pick up rucksack,pick-up,rucksack,['rucksack'],1485,1527,1484.0,1526.0,5.0,1523.0,right,new_contact_episode,36,8,138,"[224.0, 84.0, 328.0, 177.0]",3.365385340035187,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,6957,0.8407250755287009,7734.0,0.7369925671812464,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,False,0.9855555555555556,36,36,32,0.8888888888888888,1.107549786567688,5,0.0,10494.0,success,361,0.5142734949771753,,1522.0,pre_contact_gap_tracked_reference,1.0,contact_part_local_affine,success,5,0.0,0.07626666666666666,,,,,,,success,keep,,6.278595728625191,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/vrb_style_affordance.png,6.0,0.0,"[221.68, 81.33, 328.1, 180.0]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_05_frame_001523_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E10,18,P01_109_18,pick up rucksack,pick-up,rucksack,['rucksack'],1485,1527,1484.0,1526.0,6.0,1524.0,right,new_contact_episode,36,8,155,"[223.0, 90.0, 327.0, 181.0]",3.462899464258429,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,6979,0.8981981981981982,7868.0,0.7427546492967053,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,False,0.9819444444444445,36,36,31,0.8611111111111112,2.0816259384155273,5,0.0,10593.0,success,361,0.5142734949771753,,1522.0,pre_contact_gap_tracked_reference,2.0,contact_part_local_affine,success,5,0.0,0.07626666666666666,,,,,,,success,keep,,6.226428999625313,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_06_frame_001524_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_06_frame_001524_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_06_frame_001524_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_06_frame_001524_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_06_frame_001524_right/vrb_style_affordance.png,6.0,0.0,"[221.35, 81.94, 328.36, 180.96]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_06_frame_001524_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_06_frame_001524_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_06_frame_001524_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E10,18,P01_109_18,pick up rucksack,pick-up,rucksack,['rucksack'],1485,1527,1484.0,1526.0,7.0,1525.0,right,new_contact_episode,36,8,114,"[226.0, 95.0, 324.0, 172.0]",3.466246856612918,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,6200,0.9496094348292234,8360.0,0.7813084112149533,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,False,0.9241666666666667,36,36,15,0.4166666666666667,1.608205795288086,5,0.0,10700.0,success,361,0.5142734949771753,,1522.0,pre_contact_gap_tracked_reference,3.0,contact_part_local_affine,success,5,0.0,0.07626666666666666,,,,,,,success,keep,,5.963520492808024,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_07_frame_001525_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_07_frame_001525_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_07_frame_001525_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_07_frame_001525_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_07_frame_001525_right/vrb_style_affordance.png,5.0,1.0,"[220.92, 81.49, 328.48, 180.62]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_07_frame_001525_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_07_frame_001525_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_18_P01_109_18/candidate_07_frame_001525_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E10,19,P01_109_19,put down rucksack,put-down,rucksack,['rucksack'],1657,1698,1656.0,1697.0,0.0,1656.0,right,continuation_entry_rescue,27,2,16,"[190.0, 145.0, 248.0, 234.0]",3.520139292056678,grabcut_fallback,,,,,contact_local_boundary,3464,0.9919816723940436,,,,0,,,26,10,,False,,36,0,0,,,0,,,success,361,0.5142734949771753,,,,,,failed,0,,,,,,,,,not_run,discard,part_gate_failed,,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_19_P01_109_19/candidate_00_frame_001656_right,,,,,6.0,0.0,,,,,,,,False
E10,19,P01_109_19,put down rucksack,put-down,rucksack,['rucksack'],1657,1698,1656.0,1697.0,1.0,1657.0,right,continuation_entry_rescue,27,2,17,"[182.0, 148.0, 248.0, 235.0]",3.485783148245597,grabcut_fallback,,,,,contact_local_boundary,697,1.0,,,,0,,,26,10,,False,,36,0,0,,,0,,,success,361,0.5142734949771753,,,,,,failed,0,,,,,,,,,not_run,discard,part_gate_failed,,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_19_P01_109_19/candidate_01_frame_001657_right,,,,,6.0,0.0,,,,,,,,False
E10,20,P01_109_20,close door,close,door,['door'],1812,1946,1811.0,1945.0,0.0,1827.0,left,new_contact_episode,33,12,296,"[287.0, 0.0, 444.0, 229.0]",3.033771950309921,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,4045,0.17683833173034888,5972.0,0.17448723192894292,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,1.0,36,35,35,1.0,0.9747117757797241,5,0.0,34226.0,success,98,0.1839207374730339,no_detection_or_flow,1826.0,pre_contact_gap_tracked_reference,1.0,contact_part_local_affine,success,5,0.0,0.09146666666666667,,,,,,,success,keep,,6.327558646726607,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/vrb_style_affordance.png,5.0,1.0,"[288.78, 4.55, 445.66, 223.23]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E10,20,P01_109_20,close door,close,door,['door'],1812,1946,1811.0,1945.0,1.0,1828.0,left,new_contact_episode,33,12,0,,,,,,,,,0,,,,,0,,,0,0,,True,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_01_frame_001828_left,,,,,,,,,,,,,,False
E10,20,P01_109_20,close door,close,door,['door'],1812,1946,1811.0,1945.0,2.0,1829.0,left,new_contact_episode,33,12,337,"[311.0, 4.0, 453.0, 227.0]",2.9580984390142175,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,4098,0.15488113685324464,5789.0,0.17211238293444328,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,0.9645454545454546,36,33,24,0.7272727272727273,2.1808218955993652,5,0.0,33635.0,success,100,0.1839207374730339,no_detection_or_flow,1826.0,pre_contact_gap_tracked_reference,3.0,contact_part_local_affine,success,5,0.0,0.09146666666666667,,,,,,,success,keep,,6.113011706768384,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left/vrb_style_affordance.png,5.0,1.0,"[291.02, 4.89, 445.68, 222.2]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E10,20,P01_109_20,close door,close,door,['door'],1812,1946,1811.0,1945.0,3.0,1841.0,left,new_contact_episode,33,12,0,,,,,,,,,0,,,,,0,,,0,0,,True,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_03_frame_001841_left,,,,,,,,,,,,,,False
E10,20,P01_109_20,close door,close,door,['door'],1812,1946,1811.0,1945.0,4.0,1848.0,right,new_contact_episode,33,12,0,,,,,,,,,0,,,,,0,,,0,0,,True,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_04_frame_001848_right,,,,,,,,,,,,,,False
E10,20,P01_109_20,close door,close,door,['door'],1812,1946,1811.0,1945.0,5.0,1850.0,right,new_contact_episode,33,12,194,"[295.0, 9.0, 452.0, 175.0]",2.5517222956699315,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,3304,0.1719758484280658,4899.0,0.1939046111221057,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,1.0,36,36,36,1.0,0.44416558742523193,5,0.0,25265.0,success,120,0.1867215608863288,no_detection_or_flow,1849.0,pre_contact_gap_tracked_reference,1.0,contact_part_local_affine,success,5,0.0,0.1032,,,,,,,success,keep,,6.294375032377243,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_05_frame_001850_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_05_frame_001850_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_05_frame_001850_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_05_frame_001850_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_05_frame_001850_right/vrb_style_affordance.png,6.0,0.0,"[297.23, 9.51, 452.02, 173.09]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_05_frame_001850_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_05_frame_001850_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_05_frame_001850_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E10,20,P01_109_20,close door,close,door,['door'],1812,1946,1811.0,1945.0,6.0,1851.0,right,new_contact_episode,33,12,317,"[301.0, 6.0, 451.0, 195.0]",2.815540090936758,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,2975,0.1271911073108166,4685.0,0.18024776854416744,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,0.9927777777777778,36,36,34,0.9444444444444444,0.6993407011032104,5,0.0,25992.0,success,121,0.1867215608863288,no_detection_or_flow,1849.0,pre_contact_gap_tracked_reference,2.0,contact_part_local_affine,success,5,0.0,0.1032,,,,,,,success,keep,,6.246830890078015,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_06_frame_001851_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_06_frame_001851_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_06_frame_001851_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_06_frame_001851_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_06_frame_001851_right/vrb_style_affordance.png,6.0,0.0,"[299.76, 8.48, 451.85, 179.25]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_06_frame_001851_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_06_frame_001851_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_06_frame_001851_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E10,20,P01_109_20,close door,close,door,['door'],1812,1946,1811.0,1945.0,7.0,1852.0,right,new_contact_episode,33,12,0,,,,,,,,,0,,,,,0,,,0,0,,True,,0,0,0,,,0,,,not_run,0,0.0,,,,,,not_run,0,,,,,,,,,not_run,discard,missing_hand_or_object_bbox,,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_07_frame_001852_right,,,,,,,,,,,,,,False
E10,20,P01_109_20,close door,close,door,['door'],1812,1946,1811.0,1945.0,8.0,1861.0,right,new_contact_episode,33,12,103,"[314.0, 176.0, 333.0, 203.0]",4.631388220946463,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,513,1.0,580.0,1.0,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,1.0,36,36,36,1.0,0.19892296195030212,5,0.0,580.0,success,131,0.1867215608863288,no_detection_or_flow,1860.0,pre_contact_gap_tracked_reference,1.0,contact_part_local_affine,success,5,0.0,0.1247111111111111,,,,,,,success,keep,,6.300965644474823,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/vrb_style_affordance.png,6.0,0.0,"[311.7, 169.77, 332.23, 198.83]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_08_frame_001861_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,True
E10,20,P01_109_20,close door,close,door,['door'],1812,1946,1811.0,1945.0,9.0,1862.0,right,new_contact_episode,33,12,114,"[312.0, 180.0, 332.0, 207.0]",4.604318497778139,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,540,1.0,609.0,1.0,True,5,0.0,contact_part_mask,26,0,contact_part_local_affine,True,1.0,36,35,35,1.0,0.3377198576927185,5,0.0,609.0,success,132,0.1867215608863288,no_detection_or_flow,1860.0,pre_contact_gap_tracked_reference,2.0,contact_part_local_affine,success,5,0.0,0.1247111111111111,,,,,,,success,keep,,6.290801737602552,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_09_frame_001862_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_09_frame_001862_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_09_frame_001862_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_09_frame_001862_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_09_frame_001862_right/vrb_style_affordance.png,6.0,0.0,"[311.31, 169.65, 332.08, 198.79]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_09_frame_001862_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_09_frame_001862_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_09_frame_001862_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
E10,20,P01_109_20,close door,close,door,['door'],1812,1946,1811.0,1945.0,10.0,1863.0,right,new_contact_episode,33,12,83,"[315.0, 188.0, 333.0, 210.0]",4.813221387685771,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,21,1.0,609.0,1.0,True,5,0.0,contact_part_mask,21,0,contact_part_local_affine,True,1.0,36,36,36,1.0,0.17073391377925873,5,0.0,609.0,success,133,0.1867215608863288,no_detection_or_flow,1860.0,pre_contact_gap_tracked_reference,3.0,contact_part_local_affine,success,5,0.0,0.1247111111111111,,,,,,,success,keep,,6.289811315919955,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_10_frame_001863_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_10_frame_001863_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_10_frame_001863_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_10_frame_001863_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_10_frame_001863_right/vrb_style_affordance.png,6.0,0.0,"[311.4, 169.78, 332.08, 198.72]",/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_10_frame_001863_right/label_heatmap_merged.npy,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_10_frame_001863_right/label_heatmap_merged.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_20_P01_109_20/candidate_10_frame_001863_right/mask_projection_overlay.png,"(256, 456)",isotropic_e7,True,False
