subaction_index,narration_id,narration,verb,noun,frame_0_based,hand,candidate_source,ref_idx,reference_gap,projection_source,projection_method,mask_source_contact,mask_source_reference,tracker_backend,cotracker_init_status,cotracker_init_error,contact_part_prior,contact_part_mask_area,contact_part_mask_area_ratio,reference_part_mask_area,reference_part_mask_area_ratio,part_gate_passed,part_inside_count,part_distance,part_gate_source,part_tracking_point_count,whole_boundary_fallback_point_count,articulated_object,final_quality_score,track_point_count,visible_point_count,affine_inlier_count,affine_inlier_ratio,affine_median_residual,projected_contact_inside_mask_count,projected_contact_to_mask_distance,object_track_confidence,local_flow_steps,local_flow_fb_error,local_flow_points,local_flow_inliers,local_flow_inlier_ratio,local_flow_weighted_residual,sample_score,contact_points,projected_contact_inside_count,reference_hand_overlap_ratio,heatmap_mode,sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,mask_projection_overlay
5,P01_109_5,put down onion and potato,put-down,onion,480.0,left,continuation_entry_rescue,470.0,10.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,small_object_whole_mask_allowed,3203,0.8415659485023647,1476.0,1.0,True,4,0.0,contact_part_mask,26,0,False,0.871875,36,16,11,0.6875,1.0310418605804443,4,0.0,0.6451351195242122,,,,,,,5.61677707751592,47,4,0.11777777777777777,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_05_P01_109_5/candidate_03_frame_000480_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_05_P01_109_5/candidate_03_frame_000480_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_05_P01_109_5/candidate_03_frame_000480_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_05_P01_109_5/candidate_03_frame_000480_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_05_P01_109_5/candidate_03_frame_000480_left/mask_projection_overlay.png
6,P01_109_8,pick up potato,pick-up,potato,527.0,right,new_contact_episode,526.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,small_object_whole_mask_allowed,192,1.0,2172.0,0.981029810298103,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.21958354115486145,5,0.0,0.5371707625918725,,,,,,,6.11157916043202,69,5,0.22955555555555557,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_06_P01_109_8/candidate_00_frame_000527_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_06_P01_109_8/candidate_00_frame_000527_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_06_P01_109_8/candidate_00_frame_000527_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_06_P01_109_8/candidate_00_frame_000527_right/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_06_P01_109_8/candidate_00_frame_000527_right/mask_projection_overlay.png
6,P01_109_8,pick up potato,pick-up,potato,529.0,left,new_contact_episode,528.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,small_object_whole_mask_allowed,1334,1.0,2394.0,0.9126953869614944,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.32123225927352905,5,0.0,0.5371707625918725,,,,,,,6.17022969888846,25,5,0.20942222222222223,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_06_P01_109_8/candidate_04_frame_000529_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_06_P01_109_8/candidate_04_frame_000529_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_06_P01_109_8/candidate_04_frame_000529_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_06_P01_109_8/candidate_04_frame_000529_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_06_P01_109_8/candidate_04_frame_000529_left/mask_projection_overlay.png
7,P01_109_6,pick up potatoes,pick-up,potato,543.0,left,continuation_entry_rescue,542.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,small_object_whole_mask_allowed,14506,0.7455797697368421,9746.0,0.4800039401103231,True,4,0.0,contact_part_mask,26,0,False,0.9124999999999999,36,36,36,1.0,0.42061346769332886,4,0.0,0.5371707625918725,,,,,,,5.926714929302532,18,4,0.08644444444444445,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_07_P01_109_6/candidate_03_frame_000543_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_07_P01_109_6/candidate_03_frame_000543_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_07_P01_109_6/candidate_03_frame_000543_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_07_P01_109_6/candidate_03_frame_000543_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_07_P01_109_6/candidate_03_frame_000543_left/mask_projection_overlay.png
8,P01_109_7,put down potatoes,put-down,potato,645.0,left,new_contact_episode,644.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,small_object_whole_mask_allowed,13142,0.6392023346303501,7534.0,0.5566720851189596,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.6145315170288086,5,0.0,0.5371707625918725,,,,,,,6.262564054489134,84,5,0.142,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_07_frame_000645_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_07_frame_000645_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_07_frame_000645_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_07_frame_000645_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_07_frame_000645_left/mask_projection_overlay.png
8,P01_109_7,put down potatoes,put-down,potato,647.0,left,new_contact_episode,645.0,2.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,small_object_whole_mask_allowed,12686,0.761007798440312,11835.0,0.5022918258212375,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.9110855460166931,5,0.0,0.5371707625918725,,,,,,,6.197867433619498,48,5,0.1752,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_09_frame_000647_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_09_frame_000647_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_09_frame_000647_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_09_frame_000647_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_09_frame_000647_left/mask_projection_overlay.png
8,P01_109_7,put down potatoes,put-down,potato,657.0,left,new_contact_episode,654.0,3.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,small_object_whole_mask_allowed,13704,0.6314334423812377,10190.0,0.4445510862926446,True,5,0.0,contact_part_mask,26,0,False,1.0,36,35,35,1.0,0.33071690797805786,5,0.0,0.5371707625918725,,,,,,,6.343078492760658,78,5,0.086,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_11_frame_000657_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_11_frame_000657_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_11_frame_000657_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_11_frame_000657_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_08_P01_109_7/candidate_11_frame_000657_left/mask_projection_overlay.png
9,P01_109_9,put down potato,put-down,potato,645.0,left,new_contact_episode,644.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,small_object_whole_mask_allowed,13142,0.6392023346303501,7534.0,0.5566720851189596,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.6145315170288086,5,0.0,0.5371707625918725,,,,,,,6.262564054489134,84,5,0.142,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_07_frame_000645_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_07_frame_000645_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_07_frame_000645_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_07_frame_000645_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_07_frame_000645_left/mask_projection_overlay.png
9,P01_109_9,put down potato,put-down,potato,647.0,left,new_contact_episode,645.0,2.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,small_object_whole_mask_allowed,12686,0.761007798440312,11835.0,0.5022918258212375,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.9110855460166931,5,0.0,0.5371707625918725,,,,,,,6.197867433619498,48,5,0.1752,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_09_frame_000647_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_09_frame_000647_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_09_frame_000647_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_09_frame_000647_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_09_frame_000647_left/mask_projection_overlay.png
9,P01_109_9,put down potato,put-down,potato,657.0,left,new_contact_episode,654.0,3.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,small_object_whole_mask_allowed,13704,0.6314334423812377,10190.0,0.4445510862926446,True,5,0.0,contact_part_mask,26,0,False,1.0,36,35,35,1.0,0.33071690797805786,5,0.0,0.5371707625918725,,,,,,,6.343078492760658,78,5,0.086,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_11_frame_000657_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_11_frame_000657_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_11_frame_000657_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_11_frame_000657_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e10/experiments/E10/pipeline_outputs/subaction_09_P01_109_9/candidate_11_frame_000657_left/mask_projection_overlay.png
