audit_split,subaction_index,narration_id,narration,frame_0_based,hand,status,fail_reason,sample_dir,projection_overlay_raw_vs_snapped,vrb_style_affordance,manual_label,allowed_labels,notes
success,13,P01_109_13,put beer into drawer,1272.0,right,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_13_P01_109_13/episode_07_right/frame_001272_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_13_P01_109_13/episode_07_right/frame_001272_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_13_P01_109_13/episode_07_right/frame_001272_right/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,3,P01_109_3,put down eggs,370.0,left,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_03_P01_109_3/episode_02_left/frame_000370_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_03_P01_109_3/episode_02_left/frame_000370_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_03_P01_109_3/episode_02_left/frame_000370_left/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,0,P01_109_0,grab rucksack,88.0,left,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_00_P01_109_0/episode_01_left/frame_000088_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_00_P01_109_0/episode_01_left/frame_000088_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_00_P01_109_0/episode_01_left/frame_000088_left/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,76,P01_109_76,pick up potato slice,12325.0,right,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,75,P01_109_75,put down potato slices,12325.0,right,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_75_P01_109_75/episode_02_right/frame_012325_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_75_P01_109_75/episode_02_right/frame_012325_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_75_P01_109_75/episode_02_right/frame_012325_right/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,76,P01_109_76,pick up potato slice,12327.0,right,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012327_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012327_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012327_right/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,32,P01_109_32,shake hands,3009.0,left,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,34,P01_109_34,dry hands,3187.0,right,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_08_right/frame_003187_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_08_right/frame_003187_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_08_right/frame_003187_right/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,1,P01_109_1,open rucksack,198.0,right,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_01_P01_109_1/episode_07_right/frame_000198_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_01_P01_109_1/episode_07_right/frame_000198_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_01_P01_109_1/episode_07_right/frame_000198_right/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,38,P01_109_38,move potatoes,3655.0,left,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,34,P01_109_34,dry hands,3196.0,left,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_10_left/frame_003196_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_10_left/frame_003196_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_10_left/frame_003196_left/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,20,P01_109_20,close door,1862.0,right,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_20_P01_109_20/episode_05_right/frame_001862_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_20_P01_109_20/episode_05_right/frame_001862_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_20_P01_109_20/episode_05_right/frame_001862_right/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,9,P01_109_9,put down potato,734.0,right,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_09_P01_109_9/episode_11_right/frame_000734_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_09_P01_109_9/episode_11_right/frame_000734_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_09_P01_109_9/episode_11_right/frame_000734_right/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,17,P01_109_17,close freezer,1423.0,left,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001423_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001423_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001423_left/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,34,P01_109_34,dry hands,3176.0,right,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_06_right/frame_003176_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_06_right/frame_003176_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_06_right/frame_003176_right/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,30,P01_109_30,rinse hands,2718.0,left,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_02_left/frame_002718_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_02_left/frame_002718_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_02_left/frame_002718_left/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,30,P01_109_30,rinse hands,2868.0,left,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,67,P01_109_67,put down knife,10261.0,right,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,47,P01_109_47,close cupboard,4648.0,left,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
success,38,P01_109_38,move potatoes,3654.0,left,keep,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/vrb_style_affordance.png,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,9,P01_109_9,put down potato,687.0,left,discard,no_pre_episode_reference_window,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_09_P01_109_9/episode_07_left/frame_000687_left,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,8,P01_109_7,put down potatoes,689.0,left,discard,no_pre_episode_reference_window,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_08_P01_109_7/episode_08_left/frame_000689_left,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,1,P01_109_1,open rucksack,178.0,right,discard,no_pre_episode_reference_window,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_01_P01_109_1/episode_05_right/frame_000178_right,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,8,P01_109_7,put down potatoes,657.0,left,discard,no_pre_episode_reference_window,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_08_P01_109_7/episode_05_left/frame_000657_left,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,20,P01_109_20,close door,1852.0,right,discard,missing_hand_or_object_bbox,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_20_P01_109_20/episode_04_right/frame_001852_right,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,62,P01_109_62,grab potato,,,discard,continuation_contact_run,,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,6,P01_109_8,pick up potato,528.0,left,discard,no_pre_episode_reference_window,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_06_P01_109_8/episode_02_left/frame_000528_left,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,43,P01_109_44,put down pan,4275.0,left,discard,no_pre_episode_reference_window,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_43_P01_109_44/episode_01_left/frame_004275_left,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,44,P01_109_43,pick up pan,4381.0,left,discard,no_pre_episode_reference_window,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_44_P01_109_43/episode_02_left/frame_004381_left,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,56,P01_109_56,pick up potato,5119.0,right,discard,contact_points_lt5_after_object_boundary_filter,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_56_P01_109_56/episode_04_right/frame_005119_right,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,66,P01_109_66,move cutting board,10198.0,left,discard,no_pre_episode_reference_window,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010198_left,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,94,P01_109_94,peel potato,,,discard,continuation_contact_run,,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,9,P01_109_9,put down potato,658.0,left,discard,contact_points_lt5_after_object_boundary_filter,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_09_P01_109_9/episode_05_left/frame_000658_left,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,30,P01_109_30,rinse hands,2751.0,left,discard,projected_contact_too_far_from_reference_object_mask,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_05_left/frame_002751_left,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
failure,82,P01_109_82,pick up potato slice,12494.0,right,discard,no_pre_episode_reference_window,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012494_right,,,,accurate_same_part|same_object_but_shifted|wrong_object|background_or_empty|unclear,
