experiment_id,experiment_name,subaction_index,narration_id,narration,verb,noun,all_nouns,frames_1_based,subaction_new_contact_count,candidates,cell2_pass,ref_found,homography_available,geometry_pass,heatmap_pass,final_samples,best_frame_0_based,best_ref_idx,best_score,best_sample_dir,best_episode_contact_start_frame_0_based,best_candidate_frame_offset_from_episode_start,main_failure,episode_decision,episode_final_label,episode_id,episode_reason
E13,E13_engineered_homography_projection,45,P01_109_45,put down pan,put-down,pan,['pan'],4379-4432,3,9,6,3,3,1,1,1,4380.0,4379.0,7.336451612903226,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_45_P01_109_45/episode_01_right/frame_004380_right,4380.0,0.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,46,P01_109_46,pick up cutting board,pick-up,board:cutting,['board:cutting'],4510-4604,6,18,6,3,3,0,0,0,,,,,,,missing_hand_or_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,47,P01_109_47,close cupboard,close,cupboard,['cupboard'],4621-4664,3,9,8,8,8,5,5,5,4663.0,4660.0,7.814615384615385,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_03_right/frame_004663_right,4661.0,2.0,projected_contact_too_far_from_reference_object_mask,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,48,P01_109_48,put down cutting board,put-down,board:cutting,['board:cutting'],4677-4724,1,3,3,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,49,P01_109_49,pick up eggs,pick-up,egg,['egg'],4764-4797,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,50,P01_109_50,put down eggs,put-down,egg,['egg'],4794-4827,1,3,3,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,51,P01_109_51,move kettle,move,kettle,['kettle'],4832-4867,1,1,0,0,0,0,0,0,,,,,,,contact_points_lt5_after_object_boundary_filter,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,52,P01_109_52,open drawer,open,drawer,['drawer'],4904-4942,3,5,0,0,0,0,0,0,,,,,,,contact_points_lt5_after_object_boundary_filter,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,53,P01_109_53,pick up peeler,pick-up,peeler,['peeler'],4938-4981,6,13,3,3,3,0,0,0,,,,,,,contact_points_lt5_after_object_boundary_filter,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,54,P01_109_54,close drawer,close,drawer,['drawer'],4977-5004,2,2,0,0,0,0,0,0,,,,,,,contact_points_lt5_after_object_boundary_filter,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,55,P01_109_55,move cutting board,move,board:cutting,['board:cutting'],5014-5049,3,9,9,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,56,P01_109_56,pick up potato,pick-up,potato,['potato'],5053-5122,4,12,10,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,57,P01_109_57,move potato,move,potato,['potato'],5082-5094,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,58,P01_109_58,peel potato,peel,potato,['potato'],5182-9529,5,15,13,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,59,P01_109_59,put down potato,put-down,potato,['potato'],9494-9582,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,60,P01_109_60,put down peeler,put-down,peeler,['peeler'],9586-9607,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,61,P01_109_61,pick up knife,pick-up,knife,['knife'],9668-9762,1,3,0,0,0,0,0,0,,,,,,,missing_hand_or_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,62,P01_109_62,grab potato,grab,potato,['potato'],9805-9835,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,63,P01_109_63,cut potato,cut,potato,['potato'],9831-10125,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,64,P01_109_64,pick up potato bit,pick-up,bit:potato,['bit:potato'],10119-10183,3,7,4,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,65,P01_109_65,put down potato bit,put-down,bit:potato,['bit:potato'],10148-10191,3,7,4,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,66,P01_109_66,move cutting board,move,board:cutting,['board:cutting'],10196-10232,2,4,4,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,67,P01_109_67,put down knife,put-down,knife,['knife'],10237-10267,1,2,2,2,2,2,2,2,10261.0,10260.0,6.67375,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right,10261.0,0.0,,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,68,P01_109_68,pick up knife,pick-up,knife,['knife'],10264-10300,2,6,6,3,3,0,0,0,,,,,,,projected_contact_too_far_from_reference_object_mask,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,69,P01_109_69,slice potato,slice,potato,['potato'],10297-11900,7,21,14,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,70,P01_109_70,put down knife,put-down,knife,['knife'],11914-11935,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,71,P01_109_71,put down potato slices,put-down,slice:potato,['slice:potato'],11963-11994,3,4,4,3,3,3,3,3,11984.0,11982.0,7.128888888888889,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_71_P01_109_71/episode_03_right/frame_011984_right,11983.0,1.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,72,P01_109_72,pick up potato slices,pick-up,slice:potato,['slice:potato'],12007-12071,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,73,P01_109_73,put down potato slices,put-down,slice:potato,['slice:potato'],12070-12186,4,12,12,6,6,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,74,P01_109_74,pick up potato slices,pick-up,slice:potato,['slice:potato'],12181-12263,5,11,9,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,75,P01_109_75,put down potato slices,put-down,slice:potato,['slice:potato'],12267-12332,2,6,4,3,3,3,3,3,12326.0,12324.0,7.145465838509317,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_75_P01_109_75/episode_02_right/frame_012326_right,12325.0,1.0,contact_points_lt5_after_object_boundary_filter,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,76,P01_109_76,pick up potato slice,pick-up,slice:potato,['slice:potato'],12325-12391,6,18,17,11,11,5,5,5,12326.0,12324.0,7.145465838509317,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012326_right,12325.0,1.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,77,P01_109_78,pick up potato slice,pick-up,slice:potato,['slice:potato'],12336-12390,5,15,14,8,8,2,2,2,12347.0,12345.0,7.091707317073171,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_77_P01_109_78/episode_03_left/frame_012347_left,12346.0,1.0,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,78,P01_109_79,put down potato slice,put-down,slice:potato,['slice:potato'],12389-12411,0,1,0,0,0,0,0,0,,,,,,,continuation_contact_run,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction
E13,E13_engineered_homography_projection,79,P01_109_77,put down potato slice,put-down,slice:potato,['slice:potato'],12390-12417,1,3,2,2,2,0,0,0,,,,,,,no_reference_object_bbox,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,80,P01_109_80,pick up potato slices,pick-up,slice:potato,['slice:potato'],12416-12455,2,6,5,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,81,P01_109_81,put down potato slices,put-down,slice:potato,['slice:potato'],12458-12480,1,3,3,3,3,1,1,1,12468.0,12467.0,7.0453488372093025,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right,12468.0,0.0,projected_contact_too_far_from_reference_object_mask,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,82,P01_109_82,pick up potato slice,pick-up,slice:potato,['slice:potato'],12484-12562,2,6,6,0,0,0,0,0,,,,,,,no_pre_episode_reference_window,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
E13,E13_engineered_homography_projection,83,P01_109_83,put down potato slice,put-down,slice:potato,['slice:potato'],12562-12585,1,3,1,0,0,0,0,0,,,,,,,contact_points_lt5_after_object_boundary_filter,new_contact_episode,new_contact_episode,,smoothed_contact_run_start_within_subaction
