experiment_id,subaction_index,narration_id,narration,verb,noun,raw_candidate_count,deep_run_candidate_total,deep_run_candidate_count,episode_decision,episode_reason,candidate_frames_0_based,candidate_sources
E8,52,P01_109_52,open drawer,open,drawer,13,5,5,new_contact_episode,smoothed_contact_run_start_within_subaction,4907;4917;4918;4919;4929,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,53,P01_109_53,pick up peeler,pick-up,peeler,47,12,12,new_contact_episode,smoothed_contact_run_start_within_subaction,4947;4948;4949;4951;4952;4953;4964;4970;4971;4972;4975;4976,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,54,P01_109_54,close drawer,close,drawer,31,2,2,new_contact_episode,smoothed_contact_run_start_within_subaction,4978;4981,new_contact_episode;new_contact_episode
E8,55,P01_109_55,move cutting board,move,board:cutting,54,9,9,new_contact_episode,smoothed_contact_run_start_within_subaction,5019;5020;5021;5036;5037;5038;5043;5044;5045,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,56,P01_109_56,pick up potato,pick-up,potato,112,12,12,new_contact_episode,smoothed_contact_run_start_within_subaction,5062;5063;5064;5079;5080;5081;5101;5102;5103;5119;5120;5121,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,57,P01_109_57,move potato,move,potato,24,0,0,no_candidate,continuation_contact_run,,
E8,58,P01_109_58,peel potato,peel,potato,8679,12,12,new_contact_episode,smoothed_contact_run_start_within_subaction,7132;7133;7134;7151;7152;7153;7235;7236;7237;7745;7746;7747,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,59,P01_109_59,put down potato,put-down,potato,178,0,0,no_candidate,continuation_contact_run,,
E8,60,P01_109_60,put down peeler,put-down,peeler,31,0,0,no_candidate,continuation_contact_run,,
E8,61,P01_109_61,pick up knife,pick-up,knife,3,3,3,new_contact_episode,smoothed_contact_run_start_within_subaction,9689;9690;9691,new_contact_episode;new_contact_episode;new_contact_episode
E8,62,P01_109_62,grab potato,grab,potato,62,0,0,no_candidate,continuation_contact_run,,
E8,63,P01_109_63,cut potato,cut,potato,590,0,0,no_candidate,continuation_contact_run,,
E8,64,P01_109_64,pick up potato bit,pick-up,bit:potato,95,7,7,new_contact_episode,smoothed_contact_run_start_within_subaction,10144;10145;10146;10173;10174;10175;10182,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,65,P01_109_65,put down potato bit,put-down,bit:potato,59,7,7,new_contact_episode,smoothed_contact_run_start_within_subaction,10173;10174;10175;10182;10184;10185;10186,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,66,P01_109_66,move cutting board,move,board:cutting,41,4,4,new_contact_episode,smoothed_contact_run_start_within_subaction,10197;10198;10199;10201,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,67,P01_109_67,put down knife,put-down,knife,21,2,2,new_contact_episode,smoothed_contact_run_start_within_subaction,10261;10262,new_contact_episode;new_contact_episode
E8,68,P01_109_68,pick up knife,pick-up,knife,55,6,6,new_contact_episode,smoothed_contact_run_start_within_subaction,10269;10270;10271;10276;10277;10278,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,69,P01_109_69,slice potato,slice,potato,3179,12,12,new_contact_episode,smoothed_contact_run_start_within_subaction,10374;10375;10376;10384;10385;10386;10771;10772;10773;11288;11289;11290,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,70,P01_109_70,put down knife,put-down,knife,37,0,0,no_candidate,continuation_contact_run,,
E8,71,P01_109_71,put down potato slices,put-down,slice:potato,23,4,4,new_contact_episode,smoothed_contact_run_start_within_subaction,11977;11983;11983;11984,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,72,P01_109_72,pick up potato slices,pick-up,slice:potato,130,0,0,no_candidate,continuation_contact_run,,
E8,73,P01_109_73,put down potato slices,put-down,slice:potato,194,12,12,new_contact_episode,smoothed_contact_run_start_within_subaction,12104;12105;12106;12135;12136;12137;12169;12170;12171;12169;12170;12171,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,74,P01_109_74,pick up potato slices,pick-up,slice:potato,131,11,11,new_contact_episode,smoothed_contact_run_start_within_subaction,12190;12191;12192;12199;12200;12201;12212;12214;12223;12224;12225,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,75,P01_109_75,put down potato slices,put-down,slice:potato,71,6,6,new_contact_episode,smoothed_contact_run_start_within_subaction,12294;12295;12296;12325;12326;12327,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,76,P01_109_76,pick up potato slice,pick-up,slice:potato,65,12,12,new_contact_episode,smoothed_contact_run_start_within_subaction,12325;12326;12327;12335;12336;12337;12340;12341;12342;12346;12347;12348,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,77,P01_109_78,pick up potato slice,pick-up,slice:potato,60,12,12,new_contact_episode,smoothed_contact_run_start_within_subaction,12335;12336;12337;12340;12341;12342;12346;12347;12348;12361;12362;12363,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,78,P01_109_79,put down potato slice,put-down,slice:potato,16,0,0,no_candidate,continuation_contact_run,,
E8,79,P01_109_77,put down potato slice,put-down,slice:potato,21,3,3,new_contact_episode,smoothed_contact_run_start_within_subaction,12411;12412;12413,new_contact_episode;new_contact_episode;new_contact_episode
E8,80,P01_109_80,pick up potato slices,pick-up,slice:potato,54,6,6,new_contact_episode,smoothed_contact_run_start_within_subaction,12424;12425;12426;12437;12438;12439,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,81,P01_109_81,put down potato slices,put-down,slice:potato,17,3,3,new_contact_episode,smoothed_contact_run_start_within_subaction,12468;12469;12470,new_contact_episode;new_contact_episode;new_contact_episode
E8,82,P01_109_82,pick up potato slice,pick-up,slice:potato,143,6,6,new_contact_episode,smoothed_contact_run_start_within_subaction,12493;12494;12495;12502;12503;12504,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,83,P01_109_83,put down potato slice,put-down,slice:potato,45,3,3,new_contact_episode,smoothed_contact_run_start_within_subaction,12578;12579;12580,new_contact_episode;new_contact_episode;new_contact_episode
E8,84,P01_109_84,pick up potato slice,pick-up,slice:potato,38,12,12,new_contact_episode,smoothed_contact_run_start_within_subaction,12634;12635;12636;12639;12640;12641;12655;12657;12658;12659;12658;12659,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,85,P01_109_85,put down potato slice,put-down,slice:potato,21,4,4,new_contact_episode,smoothed_contact_run_start_within_subaction,12679;12680;12681;12691,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,86,P01_109_86,pick up potato slice,pick-up,slice:potato,54,5,5,new_contact_episode,smoothed_contact_run_start_within_subaction,12724;12726;12729;12730;12731,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,87,P01_109_87,put down potato slice,put-down,slice:potato,30,6,6,new_contact_episode,smoothed_contact_run_start_within_subaction,12758;12759;12760;12778;12779;12780,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,88,P01_109_88,pick up knife,pick-up,knife,98,3,3,new_contact_episode,smoothed_contact_run_start_within_subaction,12879;12880;12881,new_contact_episode;new_contact_episode;new_contact_episode
E8,89,P01_109_89,cut potato slice,cut,slice:potato,241,3,3,new_contact_episode,smoothed_contact_run_start_within_subaction,12999;13000;13001,new_contact_episode;new_contact_episode;new_contact_episode
E8,90,P01_109_90,put down knife,put-down,knife,58,3,3,new_contact_episode,smoothed_contact_run_start_within_subaction,13047;13048;13049,new_contact_episode;new_contact_episode;new_contact_episode
E8,91,P01_109_91,put down potato slice,put-down,slice:potato,34,3,3,new_contact_episode,smoothed_contact_run_start_within_subaction,13078;13080;13081,new_contact_episode;new_contact_episode;new_contact_episode
E8,92,P01_109_92,pick up potato,pick-up,potato,32,8,8,new_contact_episode,smoothed_contact_run_start_within_subaction,13108;13109;13110;13111;13112;13114;13115;13116,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,93,P01_109_93,pick up peeler,pick-up,peeler,56,3,3,new_contact_episode,smoothed_contact_run_start_within_subaction,13134;13135;13136,new_contact_episode;new_contact_episode;new_contact_episode
E8,94,P01_109_94,peel potato,peel,potato,4620,0,0,no_candidate,continuation_contact_run,,
E8,95,P01_109_95,put down potato,put-down,potato,80,3,3,new_contact_episode,smoothed_contact_run_start_within_subaction,15464;15465;15466,new_contact_episode;new_contact_episode;new_contact_episode
E8,96,P01_109_96,pick up peeler blade,pick-up,blade:peeler,132,6,6,new_contact_episode,smoothed_contact_run_start_within_subaction,15508;15509;15510;15557;15558;15559,new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode;new_contact_episode
E8,97,P01_109_97,fix peeler blade,fix,blade:peeler,389,3,3,new_contact_episode,smoothed_contact_run_start_within_subaction,15760;15761;15762,new_contact_episode;new_contact_episode;new_contact_episode
E8,98,P01_109_98,pick up potato,pick-up,potato,56,0,0,no_candidate,continuation_contact_run,,
E8,99,P01_109_99,peel potato,peel,potato,442,0,0,no_candidate,continuation_contact_run,,
