sample_key,rel_sample_dir,status,backend_final,path_final,path_mask,mask_area_ratio,skin_ratio_after_final,boundary_delta_final,overlap_heatmap_top,overlap_crop150,inpaint_on_label_region
subaction_25_P01_109_25__episode_01_right__frame_002341_right,subaction_25_P01_109_25/episode_01_right/frame_002341_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/reference_hand_mask.png,0.035721628289473686,,,0.0,0.0,False
subaction_27_P01_109_27__episode_01_right__frame_002468_right,subaction_27_P01_109_27/episode_01_right/frame_002468_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_hand_mask.png,0.03833436129385965,,,1.0,0.1988888888888889,True
subaction_28_P01_109_28__episode_01_right__frame_002484_right,subaction_28_P01_109_28/episode_01_right/frame_002484_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/reference_hand_mask.png,0.03833436129385965,,,1.0,0.1988888888888889,True
subaction_29_P01_109_29__episode_01_right__frame_002550_right,subaction_29_P01_109_29/episode_01_right/frame_002550_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_hand_mask.png,0.05449904057017544,,,0.0,0.09417777777777778,False
subaction_30_P01_109_30__episode_01_left__frame_002708_left,subaction_30_P01_109_30/episode_01_left/frame_002708_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_hand_mask.png,0.0405359100877193,,,0.0,0.2043111111111111,False
subaction_31_P01_109_31__episode_01_left__frame_002968_left,subaction_31_P01_109_31/episode_01_left/frame_002968_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/reference_hand_mask.png,0.05819969846491228,,,0.0,0.2321777777777778,False
subaction_32_P01_109_32__episode_01_left__frame_003009_left,subaction_32_P01_109_32/episode_01_left/frame_003009_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/reference_hand_mask.png,0.05819969846491228,,,0.3598816568047337,0.30195555555555553,True
subaction_33_P01_109_33__episode_01_left__frame_003088_left,subaction_33_P01_109_33/episode_01_left/frame_003088_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_hand_mask.png,0.0,,,0.0,0.0,False
subaction_34_P01_109_34__episode_01_left__frame_003122_left,subaction_34_P01_109_34/episode_01_left/frame_003122_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/reference_hand_mask.png,0.0,,,0.0,0.0,False
subaction_35_P01_109_35__episode_01_left__frame_003356_left,subaction_35_P01_109_35/episode_01_left/frame_003356_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/reference_hand_mask.png,0.04415090460526316,,,0.1558974358974359,0.20653333333333335,True
subaction_47_P01_109_47__episode_01_left__frame_004648_left,subaction_47_P01_109_47/episode_01_left/frame_004648_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/reference_hand_mask.png,0.0,,,0.0,0.0,False
subaction_48_P01_109_48__episode_01_left__frame_004692_left,subaction_48_P01_109_48/episode_01_left/frame_004692_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/reference_hand_mask.png,0.0,,,0.0,0.0,False
subaction_50_P01_109_50__episode_01_right__frame_004821_right,subaction_50_P01_109_50/episode_01_right/frame_004821_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/reference_hand_mask.png,0.031112938596491228,,,0.0,0.0,False
subaction_53_P01_109_53__episode_01_right__frame_004947_right,subaction_53_P01_109_53/episode_01_right/frame_004947_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/reference_hand_mask.png,0.0,,,0.0,0.0,False
subaction_55_P01_109_55__episode_01_left__frame_005019_left,subaction_55_P01_109_55/episode_01_left/frame_005019_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/reference_hand_mask.png,0.05876507675438596,,,0.0,0.061733333333333335,False
subaction_56_P01_109_56__episode_01_left__frame_005062_left,subaction_56_P01_109_56/episode_01_left/frame_005062_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/reference_hand_mask.png,0.05876507675438596,,,0.0,0.0268,False
subaction_58_P01_109_58__episode_01_right__frame_007132_right,subaction_58_P01_109_58/episode_01_right/frame_007132_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/reference_hand_mask.png,0.12908614309210525,,,1.0,0.4726666666666667,True
subaction_64_P01_109_64__episode_01_left__frame_010144_left,subaction_64_P01_109_64/episode_01_left/frame_010144_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/reference_hand_mask.png,0.10976905153508772,,,0.8571428571428571,0.2720888888888889,True
subaction_66_P01_109_66__episode_01_left__frame_010197_left,subaction_66_P01_109_66/episode_01_left/frame_010197_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/reference_hand_mask.png,0.09777617872807018,,,1.0,0.22675555555555554,True
subaction_67_P01_109_67__episode_01_right__frame_010261_right,subaction_67_P01_109_67/episode_01_right/frame_010261_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/reference_hand_mask.png,0.14574766995614036,,,0.43478260869565216,0.27897777777777777,True
subaction_68_P01_109_68__episode_01_right__frame_010269_right,subaction_68_P01_109_68/episode_01_right/frame_010269_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_hand_mask.png,0.14574766995614036,,,0.6363636363636364,0.3403111111111111,True
subaction_69_P01_109_69__episode_01_left__frame_010374_left,subaction_69_P01_109_69/episode_01_left/frame_010374_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_hand_mask.png,0.12135074013157894,,,0.0,0.27724444444444446,False
subaction_71_P01_109_71__episode_01_right__frame_011977_right,subaction_71_P01_109_71/episode_01_right/frame_011977_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_hand_mask.png,0.09739069353070176,,,1.0,0.45568888888888887,True
subaction_73_P01_109_73__episode_01_right__frame_012104_right,subaction_73_P01_109_73/episode_01_right/frame_012104_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_hand_mask.png,0.1293602658991228,,,0.0,0.14577777777777778,False
subaction_75_P01_109_75__episode_01_right__frame_012295_right,subaction_75_P01_109_75/episode_01_right/frame_012295_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/reference_hand_mask.png,0.1293602658991228,,,0.47294372294372294,0.3648,True
subaction_76_P01_109_76__episode_01_right__frame_012325_right,subaction_76_P01_109_76/episode_01_right/frame_012325_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_hand_mask.png,0.1293602658991228,,,0.0,0.0,False
subaction_77_P01_109_78__episode_01_left__frame_012335_left,subaction_77_P01_109_78/episode_01_left/frame_012335_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_hand_mask.png,0.11793277138157894,,,0.7666666666666667,0.2630222222222222,True
subaction_79_P01_109_77__episode_01_left__frame_012412_left,subaction_79_P01_109_77/episode_01_left/frame_012412_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_hand_mask.png,0.12438322368421052,,,0.5066666666666667,0.31777777777777777,True
subaction_80_P01_109_80__episode_01_right__frame_012424_right,subaction_80_P01_109_80/episode_01_right/frame_012424_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_hand_mask.png,0.1386033442982456,,,0.15,0.2886666666666667,True
subaction_81_P01_109_81__episode_01_right__frame_012468_right,subaction_81_P01_109_81/episode_01_right/frame_012468_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_hand_mask.png,0.1386033442982456,,,1.0,0.32053333333333334,True
subaction_82_P01_109_82__episode_01_right__frame_012493_right,subaction_82_P01_109_82/episode_01_right/frame_012493_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_hand_mask.png,0.11170504385964912,,,0.0,0.1828,False
subaction_83_P01_109_83__episode_01_right__frame_012578_right,subaction_83_P01_109_83/episode_01_right/frame_012578_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_hand_mask.png,0.11170504385964912,,,0.8238916256157636,0.24702222222222223,True
subaction_84_P01_109_84__episode_01_right__frame_012634_right,subaction_84_P01_109_84/episode_01_right/frame_012634_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_hand_mask.png,0.12141070449561403,,,0.8421052631578947,0.2839111111111111,True
subaction_86_P01_109_86__episode_01_left__frame_012724_left,subaction_86_P01_109_86/episode_01_left/frame_012724_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_hand_mask.png,0.1142578125,,,1.0,0.3814222222222222,True
subaction_87_P01_109_87__episode_01_right__frame_012758_right,subaction_87_P01_109_87/episode_01_right/frame_012758_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_hand_mask.png,0.11506304824561403,,,0.0,0.029644444444444445,False
subaction_88_P01_109_88__episode_01_right__frame_012880_right,subaction_88_P01_109_88/episode_01_right/frame_012880_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_hand_mask.png,0.11506304824561403,,,1.0,0.48413333333333336,True
subaction_89_P01_109_89__episode_01_left__frame_012999_left,subaction_89_P01_109_89/episode_01_left/frame_012999_left,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_hand_mask.png,0.11289576480263158,,,0.0,0.0071111111111111115,False
subaction_93_P01_109_93__episode_01_right__frame_013134_right,subaction_93_P01_109_93/episode_01_right/frame_013134_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_hand_mask.png,0.10915227521929824,,,1.0,0.24008888888888888,True
subaction_95_P01_109_95__episode_01_right__frame_015464_right,subaction_95_P01_109_95/episode_01_right/frame_015464_right,inpaint_failed_kept_original,original,outputs/e20/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_frame_inpainted.png,outputs/e20/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_hand_mask.png,0.1366502192982456,,,1.0,0.6344444444444445,True
