experiment_id,experiment_name,contact_strategy,reference_strategy,subaction_index,narration_id,video_id,narration,verb,noun,all_nouns,start_frame_1_based,stop_frame_1_based,clipped_start_frame_0_based,clipped_stop_frame_0_based,candidate_index,frame_0_based,frame_1_based,hand,status,passed_stage,failed_stage,fail_reason,contact_points,ref_idx,ref_frame_1_based,ref_gap,reference_anchor_gap,trajectory_points,missing_trajectory_count,heatmap_mode,sample_score,sample_dir,reference_mode,reference_reason,reference_attempted_refs,reference_reject_reasons,active_hand_visible_at_ref,active_hand_score_at_ref,active_hand_state_at_ref,active_hand_contact_binary_at_ref,any_contact_binary_at_ref,reference_hand_object_iou,reference_hand_object_center_distance,projected_contact_centroid_ref,projected_contact_centroid_in_bounds,strict_ref_idx_shadow,strict_reference_anchor_gap_shadow,reference_anchor_gap_delta_vs_strict,strict_reference_available,fallback_reference_used,fallback_reference_attempted,fallback_reference_in_pre_contact_gap,fallback_ref_before_episode_start,fallback_rescued_from_no_strict_humanless,no_pre_episode_reference_window_not_rescued,rescued_from_no_strict_humanless,crop_bbox_150,crop_hand_overlap_ratio,object_hand_overlap_ratio,fallback_attempted_refs,fallback_reject_reasons,fallback_precheck_homography_min_inlier_ratio,fallback_precheck_homography_min_inliers,fallback_precheck_homography_min_good_matches,pre_contact_window_nonempty,episode_contact_start_frame_0_based,episode_contact_start_frame_1_based,episode_contact_end_frame_0_based,candidate_frame_offset_from_episode_start,reference_anchor_frame_0_based,pre_contact_gap_start_frame_0_based,pre_contact_gap_end_frame_0_based,gap_length_before_episode_start,raw_semantic_window_start_0_based,raw_semantic_window_end_0_based,effective_reference_window_start_0_based,effective_reference_window_end_0_based,max_ref_backtrack,window_truncated_by_max_backtrack,reference_search_window_start_0_based,reference_search_window_end_0_based,ref_before_episode_start,is_candidate_at_episode_start,is_candidate_near_episode_start,episode_contact_run_length,subaction_new_contact_count,candidate_is_episode_representative,episode_id_within_subaction,episode_start_hand,episode_start_reason,reference_object_consistency_pass,reference_object_consistency_reason,reference_object_bbox,reference_object_bbox_score,reference_object_iou,reference_object_center_distance,projected_object_bbox,projected_object_area,projected_contact_to_reference_object_distance,projected_contact_means_inside_reference_object_count,reference_object_candidate_count,is_articulated_object_candidate,articulated_object_policy,episode_decision,episode_final_label,episode_id,episode_reason,episode_object_key,episode_noun_tokens,episode_prev_subaction_index,episode_prev_narration_id,episode_prev_last_contact_frame,episode_gap_start_frame,episode_gap_stop_frame,episode_no_contact_streak,episode_no_hand_streak,episode_raw_candidate_count,episode_filtered_candidate_count,min_ref_frame_idx,reference_frame,label_heatmap_npy,label_heatmap_png,label_heatmap_overlay,vrb_style_affordance,heatmap_shape,arrow_generated,problem3_full_overlay,problem3_crop,homography_pairs,homography_min_inlier_ratio,homography_min_inliers,homography_min_good_matches,homography_fail_reasons
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,11,P01_109_11,P01_109,open freezer,open,freezer,['freezer'],876,1022,875,1021,0.0,980.0,981.0,right,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,,0,,,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_11_P01_109_11/episode_01_right/frame_000980_right,,,0,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,,,,0,,,,,True,980.0,981.0,1002.0,0.0,980.0,977.0,979.0,3.0,977.0,979.0,977.0,979.0,360.0,False,977.0,979.0,,True,True,23.0,1,True,1.0,right,smoothed_contact_0_to_1,,,,,,,,,,,,True,record_only,new_contact_episode,new_contact_episode,P01_109_sub011_ep01_right,smoothed_contact_run_start_within_subaction,freezer,['freezer'],,,,,,,,141,1,977.0,,,,,,,,,,,,,,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,12,P01_109_12,P01_109,open drawer,open,drawer,['drawer'],1045,1123,1044,1122,0.0,1070.0,1071.0,left,keep,Cell4_label_heatmap,,,63,1069.0,1070.0,1.0,1.0,6,0.0,covariance,6.166666666666667,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left,closest_clean_pre_contact_active_hand_visible,closest_clean_pre_contact_frame,1,{},True,0.7118384838104248,PORTABLE_OBJECT,0.0,1.0,0.0436926427736093,52.03124237060547,"(62.8000373840332, 245.05538940429688)",True,,,,False,False,True,False,False,False,False,False,"(0, 106, 150, 256)",0.03128888888888889,,0,{},0.9838709677419355,183.0,186.0,True,1070.0,1071.0,1141.0,0.0,1070.0,815.0,1069.0,255.0,815.0,1069.0,815.0,1069.0,360.0,False,815.0,1069.0,True,True,True,72.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,True,record_only,new_contact_episode,new_contact_episode,P01_109_sub012_ep01_left,smoothed_contact_run_start_within_subaction,drawer,['drawer'],,,,,,,,132,1,815.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left/vrb_style_affordance.png,"(256, 456)",True,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_12_P01_109_12/episode_01_left/frame_001070_left/diagnostics/problem3_ref_crop.png,21.0,0.9583333333333334,178.0,183.0,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,13,P01_109_13,P01_109,put beer into drawer,put-into,beer,"['beer', 'drawer']",1139,1353,1138,1352,0.0,1180.0,1181.0,right,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,,0,,,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_13_P01_109_13/episode_01_right/frame_001180_right,,,0,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,,,,0,,,,,True,1180.0,1181.0,1191.0,0.0,1180.0,1177.0,1179.0,3.0,1177.0,1179.0,1177.0,1179.0,360.0,False,1177.0,1179.0,,True,True,12.0,1,True,1.0,right,smoothed_contact_0_to_1,,,,,,,,,,,,True,record_only,new_contact_episode,new_contact_episode,P01_109_sub013_ep01_right,smoothed_contact_run_start_within_subaction,beer,"['beer', 'drawer']",,,,,,,,278,1,1177.0,,,,,,,,,,,,,,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,14,P01_109_14,P01_109,put beer into drawer,put-into,beer,"['beer', 'drawer']",1230,1283,1229,1282,0.0,1258.0,1259.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_clean_pre_contact_reference,30,,,,,0,0.0,,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_14_P01_109_14/episode_01_right/frame_001258_right,no_clean_pre_contact_reference,clean_reference_search_failed,16,{'crop_hand_overlap_above_threshold': 16},False,,,,,,,,False,,,,False,False,True,False,False,False,False,False,,,,0,{},0.9778672032193159,486.0,497.0,True,1258.0,1259.0,1265.0,0.0,1258.0,1242.0,1257.0,16.0,1242.0,1257.0,1242.0,1257.0,360.0,False,1242.0,1257.0,,True,True,8.0,1,True,1.0,right,smoothed_contact_0_to_1,,,,,,,,,,,,True,record_only,new_contact_episode,new_contact_episode,P01_109_sub014_ep01_right,smoothed_contact_run_start_within_subaction,beer,"['beer', 'drawer']",,,,,,,,71,1,1242.0,,,,,,,,,,0.0,,,,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,15,P01_109_15,P01_109,put beer into drawer,put-into,beer,"['beer', 'drawer']",1298,1335,1297,1334,,,,,discard,episode_filter,episode_filter,continuation_contact_run,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,True,record_only,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction,beer,"['beer', 'drawer']",,,,,,,,67,0,,,,,,,,,,,,,,,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,16,P01_109_16,P01_109,close drawer,close,drawer,['drawer'],1345,1401,1344,1400,0.0,1345.0,1346.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_clean_pre_contact_reference,101,,,,,0,0.0,,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_16_P01_109_16/episode_01_left/frame_001345_left,no_clean_pre_contact_reference,clean_reference_search_failed,2,{'crop_hand_overlap_above_threshold': 2},False,,,,,,,,False,,,,False,False,True,False,False,False,False,False,,,,0,{},0.9854368932038835,203.0,206.0,True,1345.0,1346.0,1352.0,0.0,1345.0,1343.0,1344.0,2.0,1343.0,1344.0,1343.0,1344.0,360.0,False,1343.0,1344.0,,True,True,8.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,True,record_only,new_contact_episode,new_contact_episode,P01_109_sub016_ep01_left,smoothed_contact_run_start_within_subaction,drawer,['drawer'],,,,,,,,60,1,1343.0,,,,,,,,,,0.0,,,,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,17,P01_109_17,P01_109,close freezer,close,freezer,['freezer'],1419,1464,1418,1463,0.0,1422.0,1423.0,left,keep,Cell4_label_heatmap,,,121,1420.0,1421.0,2.0,2.0,6,0.0,covariance,7.31566265060241,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left,closest_clean_pre_contact_humanless,closest_clean_pre_contact_frame,2,{'crop_hand_overlap_above_threshold': 1},False,0.05042902007699013,PORTABLE_OBJECT,0.0,0.0,,,"(20.992900848388672, 211.58059692382812)",True,,,,False,False,True,False,False,False,False,False,"(0, 106, 150, 256)",0.0,,0,{},0.9578313253012049,159.0,166.0,True,1422.0,1423.0,1456.0,0.0,1422.0,1385.0,1421.0,37.0,1385.0,1421.0,1385.0,1421.0,360.0,False,1385.0,1421.0,True,True,True,35.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,True,record_only,new_contact_episode,new_contact_episode,P01_109_sub017_ep01_left,smoothed_contact_run_start_within_subaction,freezer,['freezer'],,,,,,,,35,1,1385.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/vrb_style_affordance.png,"(256, 456)",True,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/diagnostics/problem3_ref_crop.png,27.0,0.9578313253012049,159.0,166.0,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,18,P01_109_18,P01_109,pick up rucksack,pick-up,rucksack,['rucksack'],1485,1527,1484,1526,0.0,1496.0,1497.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_clean_pre_contact_reference,252,,,,,0,0.0,,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right,no_clean_pre_contact_reference,clean_reference_search_failed,3,{'crop_hand_overlap_above_threshold': 3},False,,,,,,,,False,,,,False,False,True,False,False,False,False,False,,,,0,{},1.0,127.0,127.0,True,1496.0,1497.0,1516.0,0.0,1496.0,1493.0,1495.0,3.0,1493.0,1495.0,1493.0,1495.0,360.0,False,1493.0,1495.0,,True,True,21.0,1,True,1.0,right,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub018_ep01_right,smoothed_contact_run_start_within_subaction,rucksack,['rucksack'],,,,,,,,36,1,1493.0,,,,,,,,,,0.0,,,,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,19,P01_109_19,P01_109,put down rucksack,put-down,rucksack,['rucksack'],1657,1698,1656,1697,,,,,discard,episode_filter,episode_filter,continuation_contact_run,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,False,record_only,continuation_contact_run,continuation_contact_run,,contact_present_but_run_started_before_subaction,rucksack,['rucksack'],,,,,,,,27,0,,,,,,,,,,,,,,,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,20,P01_109_20,P01_109,close door,close,door,['door'],1812,1946,1811,1945,0.0,1827.0,1828.0,left,keep,Cell4_label_heatmap,,,296,1818.0,1819.0,9.0,9.0,5,1.0,covariance,9.746955017301039,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left,closest_clean_pre_contact_humanless,closest_clean_pre_contact_frame,9,{'crop_hand_overlap_above_threshold': 8},False,,,0.0,0.0,,,"(290.12652587890625, 79.3105239868164)",True,,,-20.0,False,False,True,False,False,False,False,False,"(215, 4, 365, 154)",0.03333333333333333,,0,{},0.9584775086505191,103.0,106.0,True,1827.0,1828.0,1830.0,0.0,1827.0,1536.0,1826.0,291.0,1536.0,1826.0,1536.0,1826.0,360.0,False,1536.0,1826.0,True,True,True,4.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,True,record_only,new_contact_episode,new_contact_episode,P01_109_sub020_ep01_left,smoothed_contact_run_start_within_subaction,door,['door'],,,,,,,,33,1,1536.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/vrb_style_affordance.png,"(256, 456)",True,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/diagnostics/problem3_ref_crop.png,55.0,0.9584775086505191,103.0,106.0,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,21,P01_109_21,P01_109,pick up cup,pick-up,cup,['cup'],2084,2120,2083,2119,0.0,2088.0,2089.0,left,keep,Cell4_label_heatmap,,,213,2087.0,2088.0,1.0,1.0,3,3.0,covariance,6.189890710382514,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left,closest_clean_pre_contact_humanless,closest_clean_pre_contact_frame,1,{},False,,,0.0,0.0,,,"(352.8863220214844, 140.18243408203125)",True,,,-11.0,False,False,True,False,False,False,False,False,"(278, 65, 428, 215)",0.0,,0,{},0.9699453551912568,355.0,366.0,True,2088.0,2089.0,2090.0,0.0,2088.0,1842.0,2087.0,246.0,1842.0,2087.0,1842.0,2087.0,360.0,False,1842.0,2087.0,True,True,True,3.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub021_ep01_left,smoothed_contact_run_start_within_subaction,cup,['cup'],,,,,,,,6,1,1842.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/vrb_style_affordance.png,"(256, 456)",True,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/diagnostics/problem3_ref_crop.png,6.0,0.9699453551912568,331.0,335.0,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,22,P01_109_22,P01_109,put down cup,put-down,cup,['cup'],2132,2193,2131,2192,0.0,2142.0,2143.0,right,keep,Cell4_label_heatmap,,,241,2140.0,2141.0,2.0,2.0,6,0.0,covariance,9.757396449704142,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right,closest_clean_pre_contact_humanless,closest_clean_pre_contact_frame,2,{'crop_hand_overlap_above_threshold': 1},False,0.1745002120733261,PORTABLE_OBJECT,0.0,0.0,,,"(311.35723876953125, 69.13770294189453)",True,,,0.0,False,False,True,False,False,False,False,False,"(236, 0, 386, 150)",0.0,,0,{},0.978698224852071,827.0,845.0,True,2142.0,2143.0,2160.0,0.0,2142.0,2095.0,2141.0,47.0,2095.0,2141.0,2095.0,2141.0,360.0,False,2095.0,2141.0,True,True,True,19.0,1,True,1.0,right,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub022_ep01_right,smoothed_contact_run_start_within_subaction,cup,['cup'],,,,,,,,25,1,2095.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/vrb_style_affordance.png,"(256, 456)",True,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/diagnostics/problem3_ref_crop.png,27.0,0.978698224852071,827.0,845.0,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,23,P01_109_23,P01_109,pick up spoon,pick-up,spoon,['spoon'],2206,2236,2205,2235,0.0,2213.0,2214.0,right,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,,0,,,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002213_right,,,0,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,,,,0,,,,,True,2213.0,2214.0,2223.0,0.0,2213.0,2183.0,2212.0,30.0,2183.0,2212.0,2183.0,2212.0,360.0,False,2183.0,2212.0,,True,True,11.0,1,True,1.0,right,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub023_ep01_right,smoothed_contact_run_start_within_subaction,spoon,['spoon'],,,,,,,,11,1,2183.0,,,,,,,,,,,,,,
E14,E14_closest_clean_pre_contact_reference,first_new_contact_episode_first_timestep,closest_clean_pre_contact_reference,24,P01_109_24,P01_109,open drawer,open,drawer,['drawer'],2269,2332,2268,2331,0.0,2325.0,2326.0,left,keep,Cell4_label_heatmap,,,73,2311.0,2312.0,14.0,14.0,6,0.0,covariance,6.270437317784257,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left,closest_clean_pre_contact_humanless,closest_clean_pre_contact_frame,14,{'crop_hand_overlap_above_threshold': 13},False,0.04296738654375076,NO_CONTACT,0.0,0.0,,,"(215.44625854492188, 190.15707397460938)",True,,,-54.0,False,False,True,False,False,False,False,False,"(140, 106, 290, 256)",0.0,,0,{},0.9752186588921283,566.0,575.0,True,2325.0,2326.0,2355.0,0.0,2325.0,2091.0,2324.0,234.0,2091.0,2324.0,2091.0,2324.0,360.0,False,2091.0,2324.0,True,True,True,31.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,True,record_only,new_contact_episode,new_contact_episode,P01_109_sub024_ep01_left,smoothed_contact_run_start_within_subaction,drawer,['drawer'],,,,,,,,47,1,2091.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/label_heatmap_merged.npy,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/label_heatmap_merged.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/vrb_style_affordance.png,"(256, 456)",True,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e14/experiments/E14/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/diagnostics/problem3_ref_crop.png,99.0,0.9752186588921283,566.0,575.0,
