subaction_index,narration_id,narration,verb,noun,frame_0_based,hand,candidate_source,ref_idx,reference_gap,projection_source,projection_method,mask_source_contact,mask_source_reference,tracker_backend,cotracker_init_status,cotracker_init_error,contact_part_prior,contact_part_mask_area,contact_part_mask_area_ratio,reference_part_mask_area,reference_part_mask_area_ratio,part_gate_passed,part_inside_count,part_distance,part_gate_source,part_tracking_point_count,whole_boundary_fallback_point_count,articulated_object,final_quality_score,track_point_count,visible_point_count,affine_inlier_count,affine_inlier_ratio,affine_median_residual,projected_contact_inside_mask_count,projected_contact_to_mask_distance,object_track_confidence,local_flow_steps,local_flow_fb_error,local_flow_points,local_flow_inliers,local_flow_inlier_ratio,local_flow_weighted_residual,sample_score,contact_points,projected_contact_inside_count,reference_hand_overlap_ratio,reference_global_hand_count,reference_hand_area_ratio,reference_object_hand_overlap_ratio,reference_contact_crop_hand_overlap_ratio,reference_contact_part_hand_overlap_ratio,reference_hand_to_object_distance,reference_hand_to_contact_part_distance,reference_target_visible_score,reference_clean_class,reference_clean_score,reference_selection_tier,heatmap_mode,sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,mask_projection_overlay
18,P01_109_18,pick up rucksack,pick-up,rucksack,1496.0,right,new_contact_episode,1495.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,11310,0.47942011784154975,12356.0,0.44645179939297586,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.5470360517501831,5,0.0,0.44213657927888206,,,,,,,8.09591820898026,252,5,0.10311111111111111,1.0,0.01987390350877193,0.06503830033241798,0.10311111111111111,0.14567821301392037,0.0,0.0,0.7570275215810608,target_partially_occluded,1.6183292905327669,tier_3_target_partially_occluded,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_00_frame_001496_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_00_frame_001496_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_00_frame_001496_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_00_frame_001496_right/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_00_frame_001496_right/mask_projection_overlay.png
18,P01_109_18,pick up rucksack,pick-up,rucksack,1498.0,right,new_contact_episode,1495.0,3.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,11945,0.4778,12201.0,0.4338904694167852,True,5,0.0,contact_part_mask,26,0,False,0.9711111111111111,36,36,28,0.7777777777777778,1.377995252609253,5,0.0,0.44213657927888206,,,,,,,4.406118709985759,259,5,0.10311111111111111,1.0,0.01987390350877193,0.06685633001422475,0.10311111111111111,0.15408573067781328,0.0,0.0,0.7441661790425267,target_occluded_by_hand,-1.8989858768804084,tier_4_target_occluded_by_hand,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_02_frame_001498_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_02_frame_001498_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_02_frame_001498_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_02_frame_001498_right/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_02_frame_001498_right/mask_projection_overlay.png
18,P01_109_18,pick up rucksack,pick-up,rucksack,1518.0,right,new_contact_episode,1517.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,8453,0.6600296712735223,9277.0,0.5649129216904153,True,5,0.0,contact_part_mask,26,0,False,0.9891666666666667,36,36,33,0.9166666666666666,0.665481686592102,5,0.0,0.5142734949771753,,,,,,,4.45376453429605,142,5,0.09813333333333334,1.0,0.018914473684210526,0.09803921568627451,0.09813333333333334,0.17354748302252884,0.0,0.0,0.698209994356695,target_occluded_by_hand,-1.9694376817728532,tier_4_target_occluded_by_hand,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/mask_projection_overlay.png
20,P01_109_20,close door,close,door,1827.0,left,new_contact_episode,1812.0,15.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,4045,0.17683833173034888,4450.0,0.14730221780867261,True,5,0.0,contact_part_mask,26,0,True,0.962857142857143,36,14,10,0.7142857142857143,1.8551788330078125,5,0.0,0.1839207374730339,,,,,,,12.094847262436165,296,5,0.0,1.0,0.017706620065789474,0.0,0.0,0.0,27.0,105.0,1.0,local_target_clean,6.263111208196272,tier_1_local_target_clean,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left/mask_projection_overlay.png
20,P01_109_20,close door,close,door,1829.0,left,new_contact_episode,1813.0,16.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,4098,0.15488113685324464,3960.0,0.12786567646109137,True,5,0.0,contact_part_mask,26,0,True,0.9881818181818183,36,11,10,0.9090909090909091,1.6339449882507324,5,0.0,0.1839207374730339,,,,,,,12.242900312357168,337,5,0.0,1.0,0.01679002192982456,0.0,0.0,0.0,15.0,98.0,1.0,local_target_clean,6.265020787646199,tier_1_local_target_clean,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_02_frame_001829_left/mask_projection_overlay.png
20,P01_109_20,close door,close,door,1906.0,right,new_contact_episode,1895.0,11.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,2797,0.19103886346561028,5961.0,0.2748017702378757,True,5,0.0,contact_part_mask,26,0,True,0.9961764705882353,36,34,33,0.9705882352941176,1.0967849493026733,5,0.0,0.22354532295489934,,,,,,,14.088589203794532,52,5,0.0,0.0,0.0,0.0,0.0,0.0,522.945503852935,522.945503852935,1.0,strict_target_handless,8.0,tier_0_strict_target_handless,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/mask_projection_overlay.png
23,P01_109_23,pick up spoon,pick-up,spoon,2215.0,right,new_contact_episode,2204.0,11.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,1342,1.0,3900.0,0.8436080467229072,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.28497934341430664,5,0.0,0.2230009255272845,,,,,,,14.209421139281178,125,5,0.0,0.0,0.0,0.0,0.0,0.0,522.945503852935,522.945503852935,0.7666666666666666,strict_target_handless,8.0,tier_0_strict_target_handless,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right/mask_projection_overlay.png
27,P01_109_27,pour hand wash,pour,wash:hand,2468.0,right,new_contact_episode,2450.0,18.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,1598,1.0,1765.0,0.9676535087719298,True,4,0.0,contact_part_mask,26,0,False,0.8362931034482759,36,29,12,0.41379310344827586,1.7119684219360352,4,0.0,0.21782057923576176,,,,,,,9.896385764415966,19,4,0.07471111111111112,1.0,0.022829290021929825,0.0,0.07471111111111112,0.0,25.0,25.0,0.7206896551724138,hand_visible_target_not_occluded,4.552438979120979,tier_2_hand_visible_target_not_occluded,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/mask_projection_overlay.png
27,P01_109_27,pour hand wash,pour,wash:hand,2470.0,right,new_contact_episode,2448.0,22.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,1734,1.0,1803.0,0.9434850863422292,True,4,0.0,contact_part_mask,26,0,False,0.8605,36,20,12,0.6,1.0846202373504639,4,0.0,0.21782057923576176,,,,,,,11.643196787455551,18,4,0.038,1.0,0.02544202302631579,0.0,0.038,0.0,53.0,53.0,0.7450000000000001,local_target_clean,6.246995785361842,tier_1_local_target_clean,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_02_frame_002470_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_02_frame_002470_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_02_frame_002470_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_02_frame_002470_right/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_02_frame_002470_right/mask_projection_overlay.png
27,P01_109_27,pour hand wash,pour,wash:hand,2484.0,right,new_contact_episode,2482.0,2.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,2242,0.9614065180102916,2335.0,0.9609053497942387,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.3632235527038574,5,0.0,0.21782057923576176,,,,,,,3.9194914936173193,69,5,0.08444444444444445,1.0,0.016276041666666668,0.31275720164609055,0.08444444444444445,0.32548179871520344,0.0,0.0,0.4623456790123457,target_occluded_by_hand,-2.495084299801564,tier_4_target_occluded_by_hand,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/mask_projection_overlay.png
28,P01_109_28,wash hands,wash,hand,2484.0,right,new_contact_episode,2482.0,2.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,2242,0.9614065180102916,2335.0,0.9609053497942387,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.3632235527038574,5,0.0,0.21782057923576176,,,,,,,3.9194914936173193,69,5,0.08444444444444445,1.0,0.016276041666666668,0.31275720164609055,0.08444444444444445,0.32548179871520344,0.0,0.0,0.4623456790123457,target_occluded_by_hand,-2.495084299801564,tier_4_target_occluded_by_hand,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/mask_projection_overlay.png
31,P01_109_31,turn off tap,turn-off,tap,2968.0,left,new_contact_episode,2962.0,6.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,tap_knob_or_spout_edge,22,1.0,4877.0,0.8642566010987064,True,5,0.0,contact_part_mask,22,0,False,1.0,36,36,36,1.0,0.7829403877258301,5,0.0,0.773420926196382,,,,,,,10.802105213592649,21,5,0.08773333333333333,2.0,0.031575520833333336,0.006025163919900762,0.08773333333333333,0.006971498872257536,0.0,0.0,0.986624803226899,hand_visible_target_not_occluded,4.514438770256611,tier_2_hand_visible_target_not_occluded,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/mask_projection_overlay.png
31,P01_109_31,turn off tap,turn-off,tap,2970.0,left,new_contact_episode,2958.0,12.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,tap_knob_or_spout_edge,3539,0.5765721733463669,3591.0,0.6317733990147784,True,5,0.0,contact_part_mask,26,0,False,0.961764705882353,36,34,24,0.7058823529411765,0.8221122622489929,5,0.0,0.773420926196382,,,,,,,10.486947828770603,29,5,0.08222222222222222,2.0,0.03355434484649123,0.0,0.08222222222222222,0.0,12.0,12.0,0.9558823529411764,hand_visible_target_not_occluded,4.530095114903143,tier_2_hand_visible_target_not_occluded,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_02_frame_002970_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_02_frame_002970_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_02_frame_002970_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_02_frame_002970_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_02_frame_002970_left/mask_projection_overlay.png
31,P01_109_31,turn off tap,turn-off,tap,2978.0,left,new_contact_episode,2977.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,tap_knob_or_spout_edge,3431,0.6320928518791452,3533.0,0.6653483992467043,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.43255674839019775,5,0.0,0.7543074510206053,,,,,,,4.363334930575014,19,5,0.0752,2.0,0.031070106907894735,0.1423728813559322,0.0752,0.21228417775261818,0.0,0.0,0.5757117556661084,target_occluded_by_hand,-2.1176883669732787,tier_4_target_occluded_by_hand,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/mask_projection_overlay.png
32,P01_109_32,shake hands,shake,hand,3009.0,left,new_contact_episode,2985.0,24.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,22434,0.48046774608069903,10714.0,0.4091343032802536,True,4,0.0,contact_part_mask,26,0,False,0.871875,36,16,11,0.6875,1.4751930236816406,4,0.0,0.6057073726004573,,,,,,,7.016285207624665,142,4,0.13426666666666667,2.0,0.03204666940789474,0.10497575132699431,0.13426666666666667,0.10696285234272913,0.0,0.0,0.6185165559239826,target_partially_occluded,1.6147320695909138,tier_3_target_partially_occluded,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left/mask_projection_overlay.png
32,P01_109_32,shake hands,shake,hand,3011.0,left,new_contact_episode,3008.0,3.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,20464,0.49082579809560356,15704.0,0.3612606395215091,True,3,0.0,contact_part_mask,26,10,False,0.7804285714285715,36,35,23,0.6571428571428571,0.4797767400741577,3,0.0,0.6057073726004573,,,,,,,2.8441474695000784,228,3,0.5736888888888889,2.0,0.15552186129385964,0.41764435242696113,0.5736888888888889,0.17396841569027,0.0,0.0,0.4535870751764792,target_occluded_by_hand,-2.564316371154839,tier_4_target_occluded_by_hand,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_32_P01_109_32/candidate_02_frame_003011_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_32_P01_109_32/candidate_02_frame_003011_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_32_P01_109_32/candidate_02_frame_003011_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_32_P01_109_32/candidate_02_frame_003011_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_32_P01_109_32/candidate_02_frame_003011_left/mask_projection_overlay.png
33,P01_109_33,pick up cloth,pick-up,cloth,3089.0,left,new_contact_episode,3086.0,3.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,2635,0.8932203389830509,2765.0,0.9247491638795987,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.6736873388290405,5,0.0,0.18936687247033335,,,,,,,14.430289379835127,48,5,0.0,0.0,0.0,0.0,0.0,0.0,522.945503852935,522.945503852935,0.9833333333333334,strict_target_handless,8.0,tier_0_strict_target_handless,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_33_P01_109_33/candidate_01_frame_003089_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_33_P01_109_33/candidate_01_frame_003089_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_33_P01_109_33/candidate_01_frame_003089_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_33_P01_109_33/candidate_01_frame_003089_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_33_P01_109_33/candidate_01_frame_003089_left/mask_projection_overlay.png
33,P01_109_33,pick up cloth,pick-up,cloth,3122.0,left,new_contact_episode,3119.0,3.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,1968,1.0,3306.0,1.0,True,5,0.0,contact_part_mask,26,0,False,1.0,36,35,35,1.0,0.5307922959327698,5,0.0,0.18936687247033335,,,,,,,14.372986643622015,89,5,0.0,0.0,0.0,0.0,0.0,0.0,522.945503852935,522.945503852935,1.0,strict_target_handless,8.0,tier_0_strict_target_handless,isotropic_e7,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_33_P01_109_33/candidate_04_frame_003122_left,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_33_P01_109_33/candidate_04_frame_003122_left/reference_frame.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_33_P01_109_33/candidate_04_frame_003122_left/label_heatmap_merged_overlay.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_33_P01_109_33/candidate_04_frame_003122_left/vrb_style_affordance.png,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_33_P01_109_33/candidate_04_frame_003122_left/mask_projection_overlay.png
