experiment_id,subaction_index,narration_id,narration,verb,noun,start_frame,stop_frame,raw_candidate_count,tried_candidate_count,final_status,final_fail_reason,best_candidate_frame_0_based,best_ref_idx,best_reference_gap,best_projection_source,best_projection_method,best_track_confidence,best_sample_score,best_sample_dir,contact_points,projected_contact_inside_count,reference_hand_overlap_ratio,reference_object_hand_overlap_ratio,reference_contact_part_hand_overlap_ratio,reference_clean_class,reference_selection_tier,best_mask_source_contact,best_mask_source_reference,best_tracker_backend,best_final_quality_score,best_affine_inlier_ratio
E12,16,P01_109_16,close drawer,close,drawer,1345,1401,60,12,keep,,1345.0,1344.0,1.0,contact_part_local_affine,contact_part_local_affine,0.4161993224435197,4.007677531145424,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_16_P01_109_16/candidate_00_frame_001345_left,101,5,0.2884,0.11015339663988313,0.40089470061940813,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,17,P01_109_17,close freezer,close,freezer,1419,1464,35,3,keep,,1423.0,1420.0,3.0,contact_part_local_affine,contact_part_local_affine,0.44213657927888206,11.859803722778956,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_17_P01_109_17/candidate_01_frame_001423_left,103,3,0.0,0.0,0.0,local_target_clean,tier_1_local_target_clean,grabcut_fallback,bbox_fallback,cotracker,0.825,1.0
E12,18,P01_109_18,pick up rucksack,pick-up,rucksack,1485,1527,36,8,keep,,1496.0,1495.0,1.0,contact_part_local_affine,contact_part_local_affine,0.44213657927888206,8.09591820898026,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_18_P01_109_18/candidate_00_frame_001496_right,252,5,0.10311111111111111,0.06503830033241798,0.14567821301392037,target_partially_occluded,tier_3_target_partially_occluded,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,19,P01_109_19,put down rucksack,put-down,rucksack,1657,1698,27,2,discard,part_gate_failed,,,,,,,,,0,0,,,,,,,,,,
E12,20,P01_109_20,close door,close,door,1812,1946,33,12,keep,,1827.0,1812.0,15.0,contact_part_local_affine,contact_part_local_affine,0.1839207374730339,12.094847262436165,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_20_P01_109_20/candidate_00_frame_001827_left,296,5,0.0,0.0,0.0,local_target_clean,tier_1_local_target_clean,grabcut_fallback,bbox_fallback,cotracker,0.962857142857143,0.7142857142857143
E12,21,P01_109_21,pick up cup,pick-up,cup,2084,2120,6,6,discard,missing_hand_or_object_bbox,,,,,,,,,0,0,,,,,,,,,,
E12,22,P01_109_22,put down cup,put-down,cup,2132,2193,25,6,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,,
E12,23,P01_109_23,pick up spoon,pick-up,spoon,2206,2236,11,3,keep,,2215.0,2204.0,11.0,contact_part_local_affine,contact_part_local_affine,0.2230009255272845,14.209421139281178,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_23_P01_109_23/candidate_02_frame_002215_right,125,5,0.0,0.0,0.0,strict_target_handless,tier_0_strict_target_handless,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,24,P01_109_24,open drawer,open,drawer,2269,2332,47,3,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,,
E12,25,P01_109_25,put spoon into drawer,put-into,spoon,2336,2378,29,8,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,,
E12,26,P01_109_26,close drawer,close,drawer,2377,2410,0,0,discard,no_smoothed_contact_in_subaction,,,,,,,,,0,0,,,,,,,,,,
E12,27,P01_109_27,pour hand wash,pour,wash:hand,2466,2505,10,9,keep,,2468.0,2450.0,18.0,contact_part_local_affine,contact_part_local_affine,0.21782057923576176,9.896385764415966,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right,19,4,0.07471111111111112,0.0,0.0,hand_visible_target_not_occluded,tier_2_hand_visible_target_not_occluded,grabcut_fallback,bbox_fallback,cotracker,0.8362931034482759,0.41379310344827586
E12,28,P01_109_28,wash hands,wash,hand,2478,2540,8,5,keep,,2484.0,2482.0,2.0,contact_part_local_affine,contact_part_local_affine,0.21782057923576176,3.9194914936173193,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right,69,5,0.08444444444444445,0.31275720164609055,0.32548179871520344,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,29,P01_109_29,turn on tap,turn-on,tap,2545,2575,38,7,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,,
E12,30,P01_109_30,rinse hands,rinse,hand,2579,2963,164,12,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,,
E12,31,P01_109_31,turn off tap,turn-off,tap,2967,2989,10,6,keep,,2968.0,2962.0,6.0,contact_part_local_affine,contact_part_local_affine,0.773420926196382,10.802105213592649,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left,21,5,0.08773333333333333,0.006025163919900762,0.006971498872257536,hand_visible_target_not_occluded,tier_2_hand_visible_target_not_occluded,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,32,P01_109_32,shake hands,shake,hand,3001,3072,24,8,keep,,3009.0,2985.0,24.0,contact_part_local_affine,contact_part_local_affine,0.6057073726004573,7.016285207624665,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_32_P01_109_32/candidate_00_frame_003009_left,142,4,0.13426666666666667,0.10497575132699431,0.10696285234272913,target_partially_occluded,tier_3_target_partially_occluded,grabcut_fallback,bbox_fallback,cotracker,0.871875,0.6875
E12,33,P01_109_33,pick up cloth,pick-up,cloth,3084,3140,26,9,keep,,3089.0,3086.0,3.0,contact_part_local_affine,contact_part_local_affine,0.18936687247033335,14.430289379835127,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_33_P01_109_33/candidate_01_frame_003089_left,48,5,0.0,0.0,0.0,strict_target_handless,tier_0_strict_target_handless,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,34,P01_109_34,dry hands,dry,hand,3094,3349,112,12,keep,,3122.0,3119.0,3.0,contact_part_local_affine,contact_part_local_affine,0.18936687247033335,14.372986643622015,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_34_P01_109_34/candidate_01_frame_003122_left,89,5,0.0,0.0,0.0,strict_target_handless,tier_0_strict_target_handless,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,35,P01_109_35,put down cloth,put-down,cloth,3349,3372,35,6,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,,
E12,36,P01_109_36,pick up potatoes,pick-up,potato,3374,3496,214,7,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,,
E12,37,P01_109_37,put down potatoes,put-down,potato,3517,3552,56,2,keep,,3550.0,3548.0,2.0,contact_part_local_affine,contact_part_local_affine,0.6259262213403788,2.6977187506589915,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_37_P01_109_37/candidate_01_frame_003550_left,28,5,0.25924444444444444,0.6888888888888889,0.6888888888888889,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.9958064516129033,0.967741935483871
E12,38,P01_109_38,move potatoes,move,potato,3640,3706,42,3,keep,,3654.0,3645.0,9.0,contact_part_local_affine,contact_part_local_affine,0.20155983860272014,7.698429715335183,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_38_P01_109_38/candidate_00_frame_003654_left,49,5,0.16213333333333332,0.10421895323062268,0.12205374568383126,target_partially_occluded,tier_3_target_partially_occluded,grabcut_fallback,bbox_fallback,cotracker,0.9614814814814815,0.7037037037037037
E12,39,P01_109_39,open cupboard,open,cupboard,3719,3799,55,12,keep,,3739.0,3729.0,10.0,contact_part_local_affine,contact_part_local_affine,0.20155983860272014,6.802234484931011,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_39_P01_109_39/candidate_05_frame_003739_left,103,3,0.05733333333333333,0.04587482219061166,0.030204323363932483,target_partially_occluded,tier_3_target_partially_occluded,grabcut_fallback,bbox_fallback,cotracker,0.7599999999999999,0.5
E12,40,P01_109_40,move pans,move,pan,3826,4048,301,12,keep,,3856.0,3854.0,2.0,contact_part_local_affine,contact_part_local_affine,0.20155983860272014,3.633103877748698,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_40_P01_109_40/candidate_09_frame_003856_right,232,5,0.24782222222222222,0.05662009602491457,0.5336691410392365,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.9711111111111111,0.7777777777777778
E12,41,P01_109_41,pick up pan,pick-up,pan,4038,4098,122,4,keep,,4038.0,4018.0,20.0,contact_part_local_affine,contact_part_local_affine,0.2337451171875,2.670716346285874,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_41_P01_109_41/candidate_03_frame_004038_left,80,5,0.3156,0.6136177194421657,0.6136177194421657,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.9589473684210527,0.6842105263157895
E12,42,P01_109_42,put down pan,put-down,pan,4209,4280,107,3,keep,,4273.0,4272.0,1.0,contact_part_local_affine,contact_part_local_affine,0.5457515625,7.834628084691339,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_42_P01_109_42/candidate_00_frame_004273_left,194,5,0.41013333333333335,0.1232883533336653,0.09772401718924081,target_partially_occluded,tier_3_target_partially_occluded,grabcut_fallback,bbox_fallback,cotracker,0.9923529411764707,0.9411764705882353
E12,43,P01_109_44,put down pan,put-down,pan,4269,4353,142,3,keep,,4273.0,4272.0,1.0,contact_part_local_affine,contact_part_local_affine,0.5457515625,7.834628084691339,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_43_P01_109_44/candidate_00_frame_004273_left,194,5,0.41013333333333335,0.1232883533336653,0.09772401718924081,target_partially_occluded,tier_3_target_partially_occluded,grabcut_fallback,bbox_fallback,cotracker,0.9923529411764707,0.9411764705882353
E12,44,P01_109_43,pick up pan,pick-up,pan,4330,4386,36,6,keep,,4381.0,4376.0,5.0,contact_part_local_affine,contact_part_local_affine,0.5457515625,14.292756133782891,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_44_P01_109_43/candidate_03_frame_004381_left,107,5,0.0,0.0,0.0,strict_target_handless,tier_0_strict_target_handless,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,45,P01_109_45,put down pan,put-down,pan,4379,4432,56,9,keep,,4381.0,4376.0,5.0,contact_part_local_affine,contact_part_local_affine,0.5457515625,14.292756133782891,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_45_P01_109_45/candidate_03_frame_004381_left,107,5,0.0,0.0,0.0,strict_target_handless,tier_0_strict_target_handless,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,46,P01_109_46,pick up cutting board,pick-up,board:cutting,4510,4604,70,12,keep,,4539.0,4534.0,5.0,contact_part_local_affine,contact_part_local_affine,0.19014588786486256,8.017562464487607,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_46_P01_109_46/candidate_07_frame_004539_left,44,5,0.09813333333333334,0.04791666666666667,0.10201289818252883,target_partially_occluded,tier_3_target_partially_occluded,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,47,P01_109_47,close cupboard,close,cupboard,4621,4664,26,9,keep,,4648.0,4636.0,12.0,contact_part_local_affine,contact_part_local_affine,0.1824251440742389,14.083177015225782,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_47_P01_109_47/candidate_00_frame_004648_left,65,5,0.0,0.0,0.0,strict_target_handless,tier_0_strict_target_handless,grabcut_fallback,bbox_fallback,cotracker,0.9860714285714286,0.8928571428571429
E12,48,P01_109_48,put down cutting board,put-down,board:cutting,4677,4724,53,3,keep,,4692.0,4684.0,8.0,contact_part_local_affine,contact_part_local_affine,0.1824251440742389,8.078708770392705,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_48_P01_109_48/candidate_00_frame_004692_left,33,5,0.1738222222222222,0.11486746062235882,0.07990711651413741,target_partially_occluded,tier_3_target_partially_occluded,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,49,P01_109_49,pick up eggs,pick-up,egg,4764,4797,68,4,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,,
E12,50,P01_109_50,put down eggs,put-down,egg,4794,4827,54,3,discard,track_confidence_below_threshold,,,,,,,,,0,0,,,,,,,,,,
E12,51,P01_109_51,move kettle,move,kettle,4832,4867,35,1,discard,contact_points_lt5_after_object_boundary_filter,,,,,,,,,0,0,,,,,,,,,,
E12,52,P01_109_52,open drawer,open,drawer,4904,4942,13,5,discard,contact_points_lt5_after_object_boundary_filter,,,,,,,,,0,0,,,,,,,,,,
E12,53,P01_109_53,pick up peeler,pick-up,peeler,4938,4981,47,12,keep,,4947.0,4944.0,3.0,contact_part_local_affine,contact_part_local_affine,0.19973912524086335,10.513946466654236,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_53_P01_109_53/candidate_00_frame_004947_right,42,4,0.10702222222222223,0.0,0.0,hand_visible_target_not_occluded,tier_2_hand_visible_target_not_occluded,grabcut_fallback,bbox_fallback,cotracker,0.9124999999999999,1.0
E12,54,P01_109_54,close drawer,close,drawer,4977,5004,31,2,discard,contact_points_lt5_after_object_boundary_filter,,,,,,,,,0,0,,,,,,,,,,
E12,55,P01_109_55,move cutting board,move,board:cutting,5014,5049,54,9,keep,,5019.0,4908.0,111.0,contact_part_local_affine,contact_part_local_affine,0.19973912524086335,10.088920711538881,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_55_P01_109_55/candidate_00_frame_005019_left,133,5,0.058666666666666666,0.030933863516753406,0.028294553557547807,hand_visible_target_not_occluded,tier_2_hand_visible_target_not_occluded,grabcut_fallback,bbox_fallback,cotracker,0.9653333333333334,0.7333333333333333
E12,56,P01_109_56,pick up potato,pick-up,potato,5053,5122,112,12,keep,,5062.0,5021.0,41.0,contact_part_local_affine,contact_part_local_affine,0.19973912524086335,7.7122523582550855,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_56_P01_109_56/candidate_00_frame_005062_left,108,5,0.18088888888888888,0.1245849078209092,0.1284394934780539,target_partially_occluded,tier_3_target_partially_occluded,grabcut_fallback,bbox_fallback,cotracker,0.9907142857142858,0.9285714285714286
E12,57,P01_109_57,move potato,move,potato,5082,5094,24,4,keep,,5082.0,5081.0,1.0,contact_part_local_affine,contact_part_local_affine,0.19973912524086335,1.6815508262982626,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_57_P01_109_57/candidate_03_frame_005082_left,70,4,0.10826666666666666,0.8214285714285714,0.8214285714285714,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.75,1.0
E12,58,P01_109_58,peel potato,peel,potato,5182,9529,8679,12,keep,,7134.0,7133.0,1.0,contact_part_local_affine,contact_part_local_affine,1.0,2.4990197597933164,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_58_P01_109_58/candidate_02_frame_007134_right,252,5,0.23524444444444445,0.7766884531590414,0.7766884531590414,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,59,P01_109_59,put down potato,put-down,potato,9494,9582,178,4,keep,,9493.0,9483.0,10.0,contact_part_local_affine,contact_part_local_affine,1.0,3.0654029630601163,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_59_P01_109_59/candidate_02_frame_009493_right,120,5,0.2928,0.5384615384615384,0.5384615384615384,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.98375,0.875
E12,60,P01_109_60,put down peeler,put-down,peeler,9586,9607,31,4,keep,,9585.0,9573.0,12.0,contact_part_local_affine,contact_part_local_affine,1.0,4.100618286380599,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_60_P01_109_60/candidate_02_frame_009585_right,49,5,0.1456,0.21321499013806705,0.23103227185296005,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,61,P01_109_61,pick up knife,pick-up,knife,9668,9762,3,3,discard,missing_hand_or_object_bbox,,,,,,,,,0,0,,,,,,,,,,
E12,62,P01_109_62,grab potato,grab,potato,9805,9835,62,4,keep,,9805.0,9798.0,7.0,contact_part_local_affine,contact_part_local_affine,0.23648047484284843,3.5259304354809373,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_62_P01_109_62/candidate_03_frame_009805_left,36,4,0.16991111111111112,0.24880382775119617,0.24880382775119617,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.8928030303030303,0.8484848484848485
E12,63,P01_109_63,cut potato,cut,potato,9831,10125,590,4,keep,,9830.0,9798.0,32.0,contact_part_local_affine,contact_part_local_affine,0.23648047484284843,3.738931159009076,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_63_P01_109_63/candidate_02_frame_009830_left,69,5,0.16804444444444444,0.24880382775119617,0.24880382775119617,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.9740000000000001,0.8
E12,64,P01_109_64,pick up potato bit,pick-up,bit:potato,10119,10183,95,7,keep,,10144.0,10141.0,3.0,contact_part_local_affine,contact_part_local_affine,0.970225,8.081494224305903,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_64_P01_109_64/candidate_00_frame_010144_left,42,5,0.12755555555555556,0.07092198581560284,0.07281553398058252,target_partially_occluded,tier_3_target_partially_occluded,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,65,P01_109_65,put down potato bit,put-down,bit:potato,10148,10191,59,7,keep,,10184.0,10182.0,2.0,contact_part_local_affine,contact_part_local_affine,1.0,4.429575148588832,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_65_P01_109_65/candidate_04_frame_010184_left,153,5,0.08711111111111111,0.08914956011730206,0.18625626342161775,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,66,P01_109_66,move cutting board,move,board:cutting,10196,10232,41,4,keep,,10198.0,10197.0,1.0,contact_part_local_affine,contact_part_local_affine,1.0,4.136990865481879,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_66_P01_109_66/candidate_01_frame_010198_left,201,5,0.1128,0.16587516960651288,0.3034322071870239,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
