sample_key,rel_sample_dir,subaction_index,narration_id,hand,reference_mode,ref_idx,sample_dir,reference_frame,label_heatmap_npy,labels_json,npy_sha256,reference_sha256,status,backend_final,final_policy,qc_passed_final,path_final,path_mask,hand_box_count,box_sources,inpaint_rounds,mask_area_ratio,skin_ratio_after_final,residual_skin_after_final,boundary_delta_final,sdedit_sharpness_ratio_final,overlap_heatmap_top,overlap_crop150,inpaint_on_label_region,redraw_selfcheck_max_diff,path_overlay_inpainted,path_affordance_inpainted,tier
subaction_17_P01_109_17__episode_01_left__frame_001422_left,subaction_17_P01_109_17/episode_01_left/frame_001422_left,17,P01_109_17,left,active_hand_invisible_pre_contact,1420,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/labels.json,56a82f64aa0b03591dd9d3bf5c8d2a6957ba0a6696feafdd3674d52732070e6e,8d12aac4429397db2c5cbca635f66386cb5ab1bc52100254d11f3fb914816f74,final_inpainted_qc_failed,lama,qc_rank,False,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/reference_hand_mask.png,4,"{""primary"": 1, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",2,0.5027754934210527,0.8716570967005567,,0.954351158054722,0.6972996755491768,1.0,0.9263555555555556,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_17_P01_109_17/episode_01_left/frame_001422_left/vrb_style_affordance_inpainted.png,B
subaction_18_P01_109_18__episode_01_right__frame_001496_right,subaction_18_P01_109_18/episode_01_right/frame_001496_right,18,P01_109_18,right,active_hand_invisible_pre_contact,1467,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/labels.json,e2808364d06cb62faffd022d0a544994c6cb830aa72b5ade5de32d91071e3d11,ea970a285e0340588395e5f5058491dee67ca79bfb0036398659603aa22843f6,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/reference_hand_mask.png,2,"{""primary"": 1, ""dino"": 0, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.0429173519736842,0.2848554913294798,,0.9724555728157565,0.8456913179231783,0.0,0.1033333333333333,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_18_P01_109_18/episode_01_right/frame_001496_right/vrb_style_affordance_inpainted.png,A
subaction_20_P01_109_20__episode_01_left__frame_001827_left,subaction_20_P01_109_20/episode_01_left/frame_001827_left,20,P01_109_20,left,active_hand_invisible_pre_contact,1826,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/labels.json,708a62717e5cbbc51dbbde94bfe8a30b6bf6307b7ab73a27c2ae2b86eeb8c90e,45ec5ff355f892948f13e645ae9d81968f6b87b061277b16b59f67337be3bb9f,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/reference_hand_mask.png,3,"{""primary"": 1, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.22119140625,0.9306122448979592,,0.9223891023356025,0.6716557462823649,1.0,0.5279555555555555,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_20_P01_109_20/episode_01_left/frame_001827_left/vrb_style_affordance_inpainted.png,B
subaction_21_P01_109_21__episode_01_left__frame_002088_left,subaction_21_P01_109_21/episode_01_left/frame_002088_left,21,P01_109_21,left,active_hand_invisible_pre_contact,2087,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/labels.json,c72bcd740fb908ac9c0260c6bd653324666ed0a0599fcd558669142a9d6a8145,e0e72b9fb0fe2261443e6621aa6ee24d98aa419e975a611d6c3b4adb8b70d5b7,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/reference_hand_mask.png,3,"{""primary"": 0, ""dino"": 2, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.1624177631578947,0.6556370458809483,,0.9116778946559314,0.5768698452983613,0.9902824858757062,0.5132,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_21_P01_109_21/episode_01_left/frame_002088_left/vrb_style_affordance_inpainted.png,B
subaction_22_P01_109_22__episode_01_right__frame_002142_right,subaction_22_P01_109_22/episode_01_right/frame_002142_right,22,P01_109_22,right,active_hand_invisible_pre_contact,2140,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/labels.json,326ea8a418700637285d8dd49cb44cbc7ee10bd20b90165e9bb7e1923f957608,104441b68be27afde3b86a9178faf22ceb94e71810332b8701603cb4258fc41b,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/reference_hand_mask.png,3,"{""primary"": 0, ""dino"": 2, ""low"": 1, ""neighbor"": 0, ""mediapipe"": 0}",1,0.3519137198464912,0.5631772643631159,,1.0070788748845427,0.7044244774791996,1.0,0.7674666666666666,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_22_P01_109_22/episode_01_right/frame_002142_right/vrb_style_affordance_inpainted.png,B
subaction_23_P01_109_23__episode_01_right__frame_002214_right,subaction_23_P01_109_23/episode_01_right/frame_002214_right,23,P01_109_23,right,active_hand_invisible_pre_contact,2211,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/labels.json,bb6e9ad6acbcad1c7693d3fd22377dec2ab97c158109d78406dd344fde43bb1f,3d222b712614cd40949c585ca8605bb20925cea375da15d996798f59fc2672c9,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/reference_hand_mask.png,3,"{""primary"": 1, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.1497738486842105,0.934843313682904,,0.9709707003909832,0.6565697002619288,0.9885114885114884,0.4908888888888889,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_23_P01_109_23/episode_01_right/frame_002214_right/vrb_style_affordance_inpainted.png,B
subaction_24_P01_109_24__episode_01_left__frame_002325_left,subaction_24_P01_109_24/episode_01_left/frame_002325_left,24,P01_109_24,left,active_hand_invisible_pre_contact,2311,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/labels.json,b3cba5dc0f2932f0fc324d5e785ad52b05cd8aaa77b865674d0049284db41b21,533c92050f80ac8c8b1a9674b22344f3dcd09f01f821d56fdcfb17f5fef7e04c,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/reference_hand_mask.png,5,"{""primary"": 0, ""dino"": 2, ""low"": 1, ""neighbor"": 2, ""mediapipe"": 0}",1,0.1108227110745614,0.8942258119951881,,0.9562291103460068,0.6389025156189354,0.0,0.1727555555555555,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_24_P01_109_24/episode_01_left/frame_002325_left/vrb_style_affordance_inpainted.png,A
subaction_25_P01_109_25__episode_01_right__frame_002341_right,subaction_25_P01_109_25/episode_01_right/frame_002341_right,25,P01_109_25,right,active_hand_invisible_pre_contact,2338,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/labels.json,a4960ea28438af4c6439f7b39ca410f230492afa4acdf98cd5af52a65827b8e0,6dcc2b2e4b613a27c5746fb9f11de04300b4bc828dc2c6f97faf4eb78d2fddbd,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/reference_hand_mask.png,5,"{""primary"": 1, ""dino"": 1, ""low"": 1, ""neighbor"": 2, ""mediapipe"": 0}",1,0.101708127741228,0.8832292167227295,,0.9695731210795672,0.7051233864872063,0.922979797979798,0.2424444444444444,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_25_P01_109_25/episode_01_right/frame_002341_right/vrb_style_affordance_inpainted.png,B
subaction_27_P01_109_27__episode_01_right__frame_002468_right,subaction_27_P01_109_27/episode_01_right/frame_002468_right,27,P01_109_27,right,active_hand_invisible_pre_contact,2462,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/labels.json,62a70b4e8c00ad1a19a24884fc38bc38b393ca730e11f4178ac22647bc4c4f96,d886bb168daacb19d869e30b0613f74f43143eb970428996130a2db9b1cd0770,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_hand_mask.png,3,"{""primary"": 1, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.1996984649122807,0.9805798435342844,,0.9712570507469735,0.6621385162204798,0.896032831737346,0.3834222222222222,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/vrb_style_affordance_inpainted.png,B
subaction_28_P01_109_28__episode_01_right__frame_002484_right,subaction_28_P01_109_28/episode_01_right/frame_002484_right,28,P01_109_28,right,active_hand_invisible_pre_contact,2462,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/labels.json,80f1d80d656d3ab6127989305726b4a9dee165418616b88bfc7cb95e99fa6040,d886bb168daacb19d869e30b0613f74f43143eb970428996130a2db9b1cd0770,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/reference_hand_mask.png,3,"{""primary"": 1, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.1996984649122807,0.9805798435342844,,0.9712570507469735,0.7021541677541918,1.0,0.4749333333333333,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/vrb_style_affordance_inpainted.png,B
subaction_29_P01_109_29__episode_01_right__frame_002550_right,subaction_29_P01_109_29/episode_01_right/frame_002550_right,29,P01_109_29,right,active_hand_invisible_pre_contact,2508,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/labels.json,a79eae0e85411566c4c0406d8bb8c36df8a174044c69dc58aa67d1847e55ba1d,e63f8a6ca48ecf39d91dd9779f8d792f8170884098906fcaeab0d114834447a2,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_hand_mask.png,3,"{""primary"": 1, ""dino"": 2, ""low"": 0, ""neighbor"": 0, ""mediapipe"": 0}",1,0.09375,0.7355457075131403,,0.9561434629575633,0.7515089633101003,0.0,0.0881777777777777,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/vrb_style_affordance_inpainted.png,A
subaction_30_P01_109_30__episode_01_left__frame_002708_left,subaction_30_P01_109_30/episode_01_left/frame_002708_left,30,P01_109_30,left,active_hand_invisible_pre_contact,2697,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/labels.json,8c9334337ee61f3d4f18b99f2c951661922f9aa7f527cfb4ca4d940ea3d4029a,fe91dda74fb6264569a53746cd3637b0fe8f550f6965dcd2afc7721548ccd262,final_inpainted,sd,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_hand_mask.png,5,"{""primary"": 1, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.136864377741228,0.9336043360433603,,1.17628238145189,0.6230214931314111,0.0,0.2371555555555555,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/vrb_style_affordance_inpainted.png,A
subaction_31_P01_109_31__episode_01_left__frame_002968_left,subaction_31_P01_109_31/episode_01_left/frame_002968_left,31,P01_109_31,left,active_hand_invisible_pre_contact,2941,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/labels.json,9e01b30e9a696278a4a8443bb755574283f800a1c4ce2a8c26abed69174cb2b6,a9c5423311da58af89e35c3256a053cfd6fd6a76cf36e5c777d808ac1edde8c0,final_inpainted,sd,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/reference_hand_mask.png,7,"{""primary"": 1, ""dino"": 5, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.1738024259868421,0.8236617907088892,,1.199052780250824,0.4736162190509759,0.565359477124183,0.3299555555555555,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/vrb_style_affordance_inpainted.png,B
subaction_32_P01_109_32__episode_01_left__frame_003009_left,subaction_32_P01_109_32/episode_01_left/frame_003009_left,32,P01_109_32,left,active_hand_invisible_pre_contact,2941,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/labels.json,61dfc1ad89a89e986d6a46a7275bfdd81c30632f9c4aa49415045dcd2876b48f,a9c5423311da58af89e35c3256a053cfd6fd6a76cf36e5c777d808ac1edde8c0,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/reference_hand_mask.png,7,"{""primary"": 1, ""dino"": 5, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.1738024259868421,0.7857257675614853,,0.9498097724843554,0.715746142684567,0.696923076923077,0.6701333333333334,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/vrb_style_affordance_inpainted.png,B
subaction_33_P01_109_33__episode_01_left__frame_003088_left,subaction_33_P01_109_33/episode_01_left/frame_003088_left,33,P01_109_33,left,active_hand_invisible_pre_contact,3086,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/labels.json,00c6b0feb38de256593250383ca8522e5b4086901f47bfd6ad22115a2a89192b,6dba2ed54af03adf513d2f5148e8998d0a947d414030245df057fa95935c0c13,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_hand_mask.png,2,"{""primary"": 0, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",2,0.09228515625,0.8098419768798388,,0.941477181447414,0.5641661026717305,1.0,0.4755555555555555,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/vrb_style_affordance_inpainted.png,B
subaction_34_P01_109_34__episode_01_left__frame_003122_left,subaction_34_P01_109_34/episode_01_left/frame_003122_left,34,P01_109_34,left,active_hand_invisible_pre_contact,3119,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/labels.json,caa5ae0b81cff592eda9655e85262b307ecd773ed54c777a429f06ded8bbf95d,71c37453149c6905cafe07b4032b05bdc85a5c27c8c723156fc519afb0412c3d,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/reference_hand_mask.png,4,"{""primary"": 0, ""dino"": 3, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.1078930235745614,0.8659587431456175,,0.9550873927961142,0.6158295661852906,1.0,0.4355555555555555,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_34_P01_109_34/episode_01_left/frame_003122_left/vrb_style_affordance_inpainted.png,B
