experiment_id,experiment_name,contact_strategy,reference_strategy,subaction_index,narration_id,video_id,narration,verb,noun,all_nouns,start_frame_1_based,stop_frame_1_based,clipped_start_frame_0_based,clipped_stop_frame_0_based,candidate_index,frame_0_based,frame_1_based,hand,status,passed_stage,failed_stage,fail_reason,contact_points,raw_contact_points_count,cell2_raw_contact_available,ref_idx,ref_frame_1_based,ref_gap,reference_anchor_gap,reference_offset,reference_offsets,trajectory_points,missing_trajectory_count,heatmap_mode,sample_score,sample_dir,reference_mode,reference_reason,reference_attempted_refs,reference_reject_reasons,active_hand_visible_at_ref,active_hand_score_at_ref,active_hand_state_at_ref,active_hand_contact_binary_at_ref,any_contact_binary_at_ref,reference_hand_object_iou,reference_hand_object_center_distance,projected_contact_centroid_ref,projected_contact_centroid_in_bounds,strict_ref_idx_shadow,strict_ref_idx,strict_reference_anchor_gap_shadow,strict_reference_anchor_gap,active_hand_invisible_ref_idx_shadow,active_hand_invisible_reference_anchor_gap_shadow,clean_ref_idx_shadow,clean_reference_anchor_gap_shadow,reference_anchor_gap_delta_vs_strict,strict_reference_available,fallback_reference_used,fallback_reference_attempted,fallback_reference_in_pre_contact_gap,fallback_ref_before_episode_start,fallback_rescued_from_no_strict_humanless,no_pre_episode_reference_window_not_rescued,rescued_from_no_strict_humanless,crop_bbox_150,crop_hand_overlap_ratio,object_hand_overlap_ratio,fallback_attempted_refs,fallback_reject_reasons,fallback_precheck_homography_min_inlier_ratio,fallback_precheck_homography_min_inliers,fallback_precheck_homography_min_good_matches,closest_active_hand_no_contact_frame_shadow,closest_any_contact_zero_frame_shadow,e14_clean_ref_idx_shadow,strict_reference_debug,pre_contact_window_nonempty,episode_contact_start_frame_0_based,episode_contact_start_frame_1_based,episode_contact_end_frame_0_based,candidate_frame_offset_from_episode_start,reference_anchor_frame_0_based,pre_contact_gap_start_frame_0_based,pre_contact_gap_end_frame_0_based,gap_length_before_episode_start,raw_semantic_window_start_0_based,raw_semantic_window_end_0_based,effective_reference_window_start_0_based,effective_reference_window_end_0_based,max_ref_backtrack,window_truncated_by_max_backtrack,reference_search_window_start_0_based,reference_search_window_end_0_based,ref_before_episode_start,is_candidate_at_episode_start,is_candidate_near_episode_start,episode_contact_run_length,subaction_new_contact_count,candidate_is_episode_representative,episode_id_within_subaction,episode_start_hand,episode_start_reason,reference_object_consistency_pass,reference_object_consistency_reason,reference_object_bbox,reference_object_bbox_score,reference_object_iou,reference_object_center_distance,projected_object_bbox,projected_object_area,projected_contact_to_reference_object_distance,projected_contact_means_inside_reference_object_count,reference_object_candidate_count,is_articulated_object_candidate,articulated_object_policy,episode_decision,episode_final_label,episode_id,episode_reason,episode_object_key,episode_noun_tokens,episode_prev_subaction_index,episode_prev_narration_id,episode_prev_last_contact_frame,episode_gap_start_frame,episode_gap_stop_frame,episode_no_contact_streak,episode_no_hand_streak,episode_raw_candidate_count,episode_filtered_candidate_count,min_ref_frame_idx,reference_frame,label_heatmap_npy,label_heatmap_png,label_heatmap_overlay,vrb_style_affordance,heatmap_shape,arrow_generated,problem3_full_overlay,problem3_crop,homography_pairs,homography_min_inlier_ratio,homography_min_inliers,homography_min_good_matches,homography_fail_reasons,homography_available_without_geometry_gate,projected_area,area_ratio,inside_count,centroid_dist,sample_key,in_baseline
E17,E17_near_contact_reference,first_new_contact_episode_first_timestep,near_contact_pre_frame_offset_5_to_10,27,P01_109_27,P01_109,pour hand wash,pour,wash:hand,['wash:hand'],2466,2505,2465,2504,0.0,2468.0,2469.0,right,keep,Cell4_label_heatmap,,,19,19,True,2463.0,2464.0,5.0,5.0,5.0,"5,6,7,8,9,10",6,0.0,covariance,5.292962962962963,outputs/e17/experiments/E17/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right,near_contact_pre_frame,closest_pre_contact_offset_in_5_10,1,{},True,0.99623042345047,NO_CONTACT,0.0,0.0,,,,,,,,,2462.0,6.0,,,,False,False,False,False,False,False,False,False,"(221, 9, 371, 159)",0.086,,0,{},,,,,,,"{'rejected_isolated_frames': [], 'streak_lengths': {2463: 0, 2462: 0, 2461: 0, 2460: 0, 2459: 0, 2458: 0}, 'final_streak_start': None, 'final_streak_length': 0}",True,2468.0,2469.0,2470.0,0.0,2468.0,2429.0,2467.0,39.0,2458.0,2463.0,2458.0,2463.0,10.0,False,2458.0,2463.0,True,True,True,3.0,1,True,1.0,right,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub027_ep01_right,smoothed_contact_run_start_within_subaction,wash:hand,['wash:hand'],,,,,,,,10,1,2458.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/label_heatmap_merged.npy,outputs/e17/experiments/E17/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/label_heatmap_merged.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/vrb_style_affordance.png,"(256, 456)",True,outputs/e17/experiments/E17/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_27_P01_109_27/episode_01_right/frame_002468_right/diagnostics/problem3_ref_crop.png,45.0,0.9814814814814815,659.0,667.0,,True,1406.8017578125,0.8803513775496394,5.0,7.134741199378646,27:2468:right,False
E17,E17_near_contact_reference,first_new_contact_episode_first_timestep,near_contact_pre_frame_offset_5_to_10,28,P01_109_28,P01_109,wash hands,wash,hand,['hand'],2478,2540,2477,2539,0.0,2484.0,2485.0,right,keep,Cell4_label_heatmap,,,69,69,True,2479.0,2480.0,5.0,5.0,5.0,"5,6,7,8,9,10",6,0.0,covariance,6.296573816155989,outputs/e17/experiments/E17/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right,near_contact_pre_frame,closest_pre_contact_offset_in_5_10,1,{},True,0.9986373782157898,PORTABLE_OBJECT,1.0,1.0,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,"(208, 40, 358, 190)",0.08493333333333333,,0,{},,,,,,,"{'rejected_isolated_frames': [], 'streak_lengths': {2479: 0, 2478: 0, 2477: 0, 2476: 0, 2475: 0, 2474: 0}, 'final_streak_start': None, 'final_streak_length': 0}",True,2484.0,2485.0,2486.0,0.0,2484.0,2480.0,2483.0,4.0,2474.0,2479.0,2474.0,2479.0,10.0,False,2474.0,2479.0,True,True,True,3.0,1,True,1.0,right,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub028_ep01_right,smoothed_contact_run_start_within_subaction,hand,['hand'],,,,,,,,8,1,2474.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/label_heatmap_merged.npy,outputs/e17/experiments/E17/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/label_heatmap_merged.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/vrb_style_affordance.png,"(256, 456)",True,outputs/e17/experiments/E17/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_28_P01_109_28/episode_01_right/frame_002484_right/diagnostics/problem3_ref_crop.png,45.0,0.9832869080779945,648.0,653.0,,True,2335.2421875,1.0013904119104133,5.0,8.68248522984655,28:2484:right,False
E17,E17_near_contact_reference,first_new_contact_episode_first_timestep,near_contact_pre_frame_offset_5_to_10,29,P01_109_29,P01_109,turn on tap,turn-on,tap,['tap'],2545,2575,2544,2574,0.0,2550.0,2551.0,right,keep,Cell4_label_heatmap,,,23,23,True,2545.0,2546.0,5.0,5.0,5.0,"5,6,7,8,9,10",6,0.0,covariance,5.381252566735113,outputs/e17/experiments/E17/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right,near_contact_pre_frame,closest_pre_contact_offset_in_5_10,1,{},True,0.9993960857391357,NO_CONTACT,0.0,1.0,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,"(145, 58, 295, 208)",0.2619111111111111,,0,{},,,,,,,"{'rejected_isolated_frames': [], 'streak_lengths': {2545: 0, 2544: 0, 2543: 0, 2542: 0, 2541: 0, 2540: 0}, 'final_streak_start': None, 'final_streak_length': 0}",True,2550.0,2551.0,2562.0,0.0,2550.0,2487.0,2549.0,63.0,2540.0,2545.0,2540.0,2545.0,10.0,False,2540.0,2545.0,True,True,True,13.0,1,True,1.0,right,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub029_ep01_right,smoothed_contact_run_start_within_subaction,tap,['tap'],,,,,,,,38,1,2540.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/label_heatmap_merged.npy,outputs/e17/experiments/E17/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/label_heatmap_merged.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/vrb_style_affordance.png,"(256, 456)",True,outputs/e17/experiments/E17/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_29_P01_109_29/episode_01_right/frame_002550_right/diagnostics/problem3_ref_crop.png,45.0,0.9856262833675564,450.0,454.0,,True,5005.490234375,0.9745891006511308,5.0,0.9848796568849942,29:2550:right,False
E17,E17_near_contact_reference,first_new_contact_episode_first_timestep,near_contact_pre_frame_offset_5_to_10,30,P01_109_30,P01_109,rinse hands,rinse,hand,['hand'],2579,2963,2578,2962,0.0,2708.0,2709.0,left,keep,Cell4_label_heatmap,,,26,26,True,2703.0,2704.0,5.0,5.0,5.0,"5,6,7,8,9,10",6,0.0,covariance,5.43551724137931,outputs/e17/experiments/E17/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left,near_contact_pre_frame,closest_pre_contact_offset_in_5_10,1,{},True,0.983415961265564,SELF_CONTACT,0.0,0.0,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,"(125, 54, 275, 204)",0.1456,,0,{},,,,,,,"{'rejected_isolated_frames': [], 'streak_lengths': {2703: 0, 2702: 0, 2701: 0, 2700: 0, 2699: 0, 2698: 0}, 'final_streak_start': None, 'final_streak_length': 0}",True,2708.0,2709.0,2710.0,0.0,2708.0,2563.0,2707.0,145.0,2698.0,2703.0,2698.0,2703.0,10.0,False,2698.0,2703.0,True,True,True,3.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub030_ep01_left,smoothed_contact_run_start_within_subaction,hand,['hand'],,,,,,,,164,1,2698.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/label_heatmap_merged.npy,outputs/e17/experiments/E17/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/label_heatmap_merged.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/vrb_style_affordance.png,"(256, 456)",True,outputs/e17/experiments/E17/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_30_P01_109_30/episode_01_left/frame_002708_left/diagnostics/problem3_ref_crop.png,45.0,0.9827586206896551,509.0,511.0,,True,23164.765625,0.9822238863387949,5.0,13.65843242489165,30:2708:left,False
E17,E17_near_contact_reference,first_new_contact_episode_first_timestep,near_contact_pre_frame_offset_5_to_10,31,P01_109_31,P01_109,turn off tap,turn-off,tap,['tap'],2967,2989,2966,2988,0.0,2968.0,2969.0,left,keep,Cell4_label_heatmap,,,21,21,True,2963.0,2964.0,5.0,5.0,5.0,"5,6,7,8,9,10",6,0.0,covariance,5.34752808988764,outputs/e17/experiments/E17/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left,near_contact_pre_frame,closest_pre_contact_offset_in_5_10,1,{},True,0.9988101720809937,NO_CONTACT,0.0,0.0,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,"(111, 43, 261, 193)",0.08613333333333334,,0,{},,,,,,,"{'rejected_isolated_frames': [], 'streak_lengths': {2963: 0, 2962: 0, 2961: 0, 2960: 0, 2959: 0, 2958: 0}, 'final_streak_start': None, 'final_streak_length': 0}",True,2968.0,2969.0,2970.0,0.0,2968.0,2928.0,2967.0,40.0,2958.0,2963.0,2958.0,2963.0,10.0,False,2958.0,2963.0,True,True,True,3.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub031_ep01_left,smoothed_contact_run_start_within_subaction,tap,['tap'],,,,,,,,10,1,2958.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/label_heatmap_merged.npy,outputs/e17/experiments/E17/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/label_heatmap_merged.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/vrb_style_affordance.png,"(256, 456)",True,outputs/e17/experiments/E17/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_31_P01_109_31/episode_01_left/frame_002968_left/diagnostics/problem3_ref_crop.png,45.0,0.9887640449438202,640.0,642.0,,True,5853.525390625,1.019422853532532,5.0,17.13102379111953,31:2968:left,False
E17,E17_near_contact_reference,first_new_contact_episode_first_timestep,near_contact_pre_frame_offset_5_to_10,32,P01_109_32,P01_109,shake hands,shake,hand,['hand'],3001,3072,3000,3071,0.0,3009.0,3010.0,left,keep,Cell4_label_heatmap,,,142,142,True,3004.0,3005.0,5.0,5.0,5.0,"5,6,7,8,9,10",6,0.0,covariance,7.686713615023474,outputs/e17/experiments/E17/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left,near_contact_pre_frame,closest_pre_contact_offset_in_5_10,1,{},True,0.9910386204719543,SELF_CONTACT,0.0,0.0,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,"(185, 80, 335, 230)",0.4875111111111111,,0,{},,,,,,,"{'rejected_isolated_frames': [], 'streak_lengths': {3004: 0, 3003: 0, 3002: 0, 3001: 0, 3000: 0, 2999: 0}, 'final_streak_start': None, 'final_streak_length': 0}",True,3009.0,3010.0,3018.0,0.0,3009.0,2985.0,3008.0,24.0,2999.0,3004.0,2999.0,3004.0,10.0,False,2999.0,3004.0,True,True,True,10.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub032_ep01_left,smoothed_contact_run_start_within_subaction,hand,['hand'],,,,,,,,24,1,2999.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/label_heatmap_merged.npy,outputs/e17/experiments/E17/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/label_heatmap_merged.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/vrb_style_affordance.png,"(256, 456)",True,outputs/e17/experiments/E17/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_32_P01_109_32/episode_01_left/frame_003009_left/diagnostics/problem3_ref_crop.png,45.0,0.9483568075117371,193.0,197.0,,True,65200.1328125,1.0047329433966725,5.0,97.41241937192034,32:3009:left,False
E17,E17_near_contact_reference,first_new_contact_episode_first_timestep,near_contact_pre_frame_offset_5_to_10,33,P01_109_33,P01_109,pick up cloth,pick-up,cloth,['cloth'],3084,3140,3083,3139,0.0,3088.0,3089.0,left,keep,Cell4_label_heatmap,,,54,54,True,3083.0,3084.0,5.0,5.0,5.0,"5,6,7,8,9,10",6,0.0,covariance,5.9053246753246755,outputs/e17/experiments/E17/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left,near_contact_pre_frame,closest_pre_contact_offset_in_5_10,1,{},True,0.9345580339431763,NO_CONTACT,0.0,0.0,,,,,,,,,3080.0,8.0,3083.0,5.0,,False,False,False,False,False,False,False,False,"(78, 106, 228, 256)",0.04666666666666667,,0,{},,,,,,3083.0,"{'rejected_isolated_frames': [3080, 3079], 'streak_lengths': {3083: 0, 3082: 0, 3081: 0, 3080: 2, 3079: 1, 3078: 0}, 'final_streak_start': None, 'final_streak_length': 0}",True,3088.0,3089.0,3106.0,0.0,3088.0,3052.0,3087.0,36.0,3078.0,3083.0,3078.0,3083.0,10.0,False,3078.0,3083.0,True,True,True,19.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub033_ep01_left,smoothed_contact_run_start_within_subaction,cloth,['cloth'],,,,,,,,26,1,3078.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/label_heatmap_merged.npy,outputs/e17/experiments/E17/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/label_heatmap_merged.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/vrb_style_affordance.png,"(256, 456)",True,outputs/e17/experiments/E17/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_33_P01_109_33/episode_01_left/frame_003088_left/diagnostics/problem3_ref_crop.png,45.0,0.9376623376623376,722.0,770.0,,True,2626.623046875,0.9314265790566111,5.0,0.9480096222078374,33:3088:left,False
E17,E17_near_contact_reference,first_new_contact_episode_first_timestep,near_contact_pre_frame_offset_5_to_10,35,P01_109_35,P01_109,put down cloth,put-down,cloth,['cloth'],3349,3372,3348,3371,0.0,3356.0,3357.0,left,keep,Cell4_label_heatmap,,,117,117,True,3351.0,3352.0,5.0,5.0,5.0,"5,6,7,8,9,10",6,0.0,covariance,7.252732919254658,outputs/e17/experiments/E17/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left,near_contact_pre_frame,closest_pre_contact_offset_in_5_10,1,{},False,,,0.0,1.0,,,,,,,,,3351.0,5.0,,,,False,False,False,False,False,False,False,False,"(119, 106, 269, 256)",0.09386666666666667,,0,{},,,,,,,"{'rejected_isolated_frames': [], 'streak_lengths': {3351: 0, 3350: 0, 3349: 0, 3348: 0, 3347: 0, 3346: 0}, 'final_streak_start': None, 'final_streak_length': 0}",True,3356.0,3357.0,3360.0,0.0,3356.0,3221.0,3355.0,135.0,3346.0,3351.0,3346.0,3351.0,10.0,False,3346.0,3351.0,True,True,True,5.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub035_ep01_left,smoothed_contact_run_start_within_subaction,cloth,['cloth'],,,,,,,,35,1,3346.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/label_heatmap_merged.npy,outputs/e17/experiments/E17/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/label_heatmap_merged.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/vrb_style_affordance.png,"(256, 456)",True,outputs/e17/experiments/E17/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/diagnostics/problem3_ref_crop.png,45.0,0.9813664596273292,736.0,749.0,,True,4846.595703125,0.8981832034275894,5.0,14.99030112396886,35:3356:left,False
E17,E17_near_contact_reference,first_new_contact_episode_first_timestep,near_contact_pre_frame_offset_5_to_10,37,P01_109_37,P01_109,put down potatoes,put-down,potato,['potato'],3517,3552,3516,3551,0.0,3549.0,3550.0,left,keep,Cell4_label_heatmap,,,49,49,True,3544.0,3545.0,5.0,5.0,5.0,"5,6,7,8,9,10",6,0.0,covariance,5.894,outputs/e17/experiments/E17/pipeline_outputs/subaction_37_P01_109_37/episode_01_left/frame_003549_left,near_contact_pre_frame,closest_pre_contact_offset_in_5_10,1,{},True,0.9992055296897888,NO_CONTACT,0.0,1.0,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,"(230, 84, 380, 234)",0.24173333333333333,,0,{},,,,,,,"{'rejected_isolated_frames': [], 'streak_lengths': {3544: 0, 3543: 0, 3542: 0, 3541: 0, 3540: 0, 3539: 0}, 'final_streak_start': None, 'final_streak_length': 0}",True,3549.0,3550.0,3550.0,0.0,3549.0,3541.0,3548.0,8.0,3539.0,3544.0,3539.0,3544.0,10.0,False,3539.0,3544.0,True,True,True,2.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub037_ep01_left,smoothed_contact_run_start_within_subaction,potato,['potato'],,,,,,,,56,1,3539.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_37_P01_109_37/episode_01_left/frame_003549_left/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_37_P01_109_37/episode_01_left/frame_003549_left/label_heatmap_merged.npy,outputs/e17/experiments/E17/pipeline_outputs/subaction_37_P01_109_37/episode_01_left/frame_003549_left/label_heatmap_merged.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_37_P01_109_37/episode_01_left/frame_003549_left/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_37_P01_109_37/episode_01_left/frame_003549_left/vrb_style_affordance.png,"(256, 456)",True,outputs/e17/experiments/E17/pipeline_outputs/subaction_37_P01_109_37/episode_01_left/frame_003549_left/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_37_P01_109_37/episode_01_left/frame_003549_left/diagnostics/problem3_ref_crop.png,45.0,0.982,379.0,382.0,,True,1843.14453125,1.0629438790925307,5.0,7.2222273688218595,37:3549:left,False
E17,E17_near_contact_reference,first_new_contact_episode_first_timestep,near_contact_pre_frame_offset_5_to_10,38,P01_109_38,P01_109,move potatoes,move,potato,['potato'],3640,3706,3639,3705,0.0,3654.0,3655.0,left,keep,Cell4_label_heatmap,,,49,49,True,3649.0,3650.0,5.0,5.0,5.0,"5,6,7,8,9,10",6,0.0,covariance,5.90983193277311,outputs/e17/experiments/E17/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left,near_contact_pre_frame,closest_pre_contact_offset_in_5_10,1,{},True,0.9997721314430237,NO_CONTACT,0.0,0.0,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,"(141, 60, 291, 210)",0.19928888888888888,,0,{},,,,,,,"{'rejected_isolated_frames': [], 'streak_lengths': {3649: 0, 3648: 0, 3647: 0, 3646: 0, 3645: 0, 3644: 0}, 'final_streak_start': None, 'final_streak_length': 0}",True,3654.0,3655.0,3695.0,0.0,3654.0,3551.0,3653.0,103.0,3644.0,3649.0,3644.0,3649.0,10.0,False,3644.0,3649.0,True,True,True,42.0,1,True,1.0,left,smoothed_contact_0_to_1,,,,,,,,,,,,False,record_only,new_contact_episode,new_contact_episode,P01_109_sub038_ep01_left,smoothed_contact_run_start_within_subaction,potato,['potato'],,,,,,,,42,1,3644.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/label_heatmap_merged.npy,outputs/e17/experiments/E17/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/label_heatmap_merged.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/vrb_style_affordance.png,"(256, 456)",True,outputs/e17/experiments/E17/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/diagnostics/problem3_ref_crop.png,45.0,0.9899159663865547,569.0,571.0,,True,2291.650390625,1.0397688481616736,5.0,17.65422994117537,38:3654:left,False
